1.2769	1.1610	1.2720	1.2608	0.0084	0.0180	0.0212	0.0069
1.2292	1.1247	1.2215	1.2201	0.0108	0.0071	0.0066	0.0111
1.1887	1.0934	1.1894	1.1884	0.0060	0.0096	0.0066	0.0048
1.1664	1.0765	1.1676	1.1652	0.0053	0.0077	0.0095	0.0040
1.1539	1.0608	1.1495	1.1509	0.0065	0.0084	0.0083	0.0053
1.1396	1.0529	1.1355	1.1376	0.0061	0.0093	0.0059	0.0069
1.1327	1.0427	1.1252	1.1234	0.0067	0.0100	0.0062	0.0071
1.1270	1.0380	1.1158	1.1140	0.0078	0.0080	0.0046	0.0051
1.1190	1.0338	1.1083	1.1090	0.0076	0.0080	0.0044	0.0044
1.1118	1.0311	1.1034	1.0977	0.0081	0.0080	0.0046	0.0053
1.5064	1.3391	1.4919	1.4825	0.0195	0.0137	0.0221	0.0266
1.4342	1.3047	1.4347	1.4449	0.0171	0.0096	0.0154	0.0220
1.4077	1.2855	1.4306	1.4263	0.0108	0.0088	0.0140	0.0196
1.4226	1.2733	1.4474	1.4221	0.0127	0.0088	0.0171	0.0190
1.4298	1.2692	1.4567	1.4331	0.0162	0.0061	0.0165	0.0252
1.4375	1.2587	1.4520	1.4448	0.0186	0.0075	0.0211	0.0264
1.4255	1.2537	1.4342	1.4418	0.0165	0.0074	0.0170	0.0243
1.4189	1.2524	1.4246	1.4291	0.0115	0.0068	0.0147	0.0206
1.4120	1.2499	1.4183	1.4165	0.0081	0.0055	0.0134	0.0219
1.4081	1.2478	1.4082	1.4101	0.0098	0.0040	0.0138	0.0203
1.3340	1.1764	1.3135	1.3081	0.0213	0.0218	0.0116	0.0229
1.3091	1.1614	1.3040	1.2910	0.0206	0.0138	0.0182	0.0221
1.3003	1.1568	1.2777	1.2724	0.0163	0.0163	0.0132	0.0183
1.2880	1.1430	1.2683	1.2589	0.0154	0.0130	0.0104	0.0152
1.2757	1.1393	1.2573	1.2454	0.0135	0.0126	0.0139	0.0147
1.2590	1.1356	1.2496	1.2365	0.0135	0.0107	0.0119	0.0130
1.2478	1.1321	1.2392	1.2306	0.0134	0.0127	0.0099	0.0097
1.2448	1.1326	1.2348	1.2304	0.0141	0.0127	0.0098	0.0107
1.2412	1.1320	1.2290	1.2260	0.0138	0.0131	0.0093	0.0114
1.2383	1.1286	1.2243	1.2214	0.0122	0.0120	0.0084	0.0108
1.5181	1.2591	1.5388	1.4495	0.0292	0.0184	0.0547	0.0419
1.4338	1.1953	1.4784	1.3272	0.0234	0.0129	0.0401	0.0301
1.3758	1.2008	1.4048	1.2841	0.0216	0.0080	0.0423	0.0251
1.3400	1.1955	1.3541	1.2756	0.0228	0.0073	0.0337	0.0145
1.3214	1.1879	1.3409	1.2648	0.0172	0.0049	0.0302	0.0110
1.3111	1.1771	1.3221	1.2560	0.0162	0.0058	0.0237	0.0124
1.2969	1.1748	1.3155	1.2497	0.0171	0.0079	0.0211	0.0152
1.2840	1.1726	1.3004	1.2408	0.0196	0.0080	0.0214	0.0176
1.2695	1.1636	1.2920	1.2365	0.0186	0.0086	0.0212	0.0165
1.2522	1.1542	1.2757	1.2249	0.0200	0.0080	0.0219	0.0184
1.2991	1.1169	1.2748	1.2866	0.0138	0.0129	0.0078	0.0090
1.2570	1.1018	1.2223	1.2431	0.0111	0.0125	0.0085	0.0096
1.2141	1.0812	1.1912	1.2145	0.0074	0.0125	0.0070	0.0089
1.1813	1.0616	1.1616	1.1751	0.0069	0.0088	0.0076	0.0114
1.1558	1.0430	1.1421	1.1547	0.0040	0.0075	0.0085	0.0083
1.1388	1.0327	1.1274	1.1387	0.0040	0.0083	0.0093	0.0084
1.1245	1.0218	1.1148	1.1279	0.0062	0.0071	0.0061	0.0083
1.1159	1.0150	1.1073	1.1186	0.0062	0.0082	0.0061	0.0086
1.1102	1.0085	1.1014	1.1104	0.0084	0.0095	0.0052	0.0081
1.1044	1.0024	1.0910	1.1019	0.0074	0.0093	0.0051	0.0086
1.3690	1.1548	1.3413	1.3538	0.0189	0.0089	0.0214	0.0335
1.3100	1.1487	1.2948	1.2988	0.0098	0.0118	0.0101	0.0212
1.2887	1.1404	1.2718	1.2843	0.0076	0.0089	0.0072	0.0173
1.2611	1.1269	1.2496	1.2573	0.0080	0.0091	0.0073	0.0139
1.2460	1.1191	1.2351	1.2400	0.0043	0.0088	0.0074	0.0111
1.2338	1.1121	1.2214	1.2314	0.0059	0.0090	0.0064	0.0102
1.2259	1.1120	1.2110	1.2190	0.0073	0.0070	0.0071	0.0120
1.2198	1.1071	1.1996	1.2152	0.0063	0.0074	0.0066	0.0107
1.2133	1.1037	1.1926	1.2065	0.0058	0.0056	0.0058	0.0101
1.2063	1.1031	1.1868	1.2004	0.0051	0.0060	0.0063	0.0080
1.4475	1.3650	1.4600	1.4651	0.0073	0.0169	0.0173	0.0216
1.4188	1.3390	1.4194	1.4157	0.0091	0.0172	0.0137	0.0114
1.3917	1.3391	1.4119	1.4074	0.0074	0.0105	0.0076	0.0070
1.3768	1.3295	1.3949	1.3888	0.0102	0.0134	0.0060	0.0076
1.3639	1.3177	1.3817	1.3699	0.0102	0.0128	0.0065	0.0071
1.3514	1.3059	1.3657	1.3585	0.0112	0.0118	0.0056	0.0108
1.3391	1.2999	1.3537	1.3447	0.0101	0.0109	0.0056	0.0096
1.3250	1.2863	1.3425	1.3353	0.0117	0.0115	0.0051	0.0097
1.3099	1.2827	1.3309	1.3222	0.0105	0.0111	0.0027	0.0082
1.3023	1.2739	1.3195	1.3149	0.0113	0.0100	0.0030	0.0079
1.6666	1.5416	1.6981	1.6602	0.0327	0.0309	0.0279	0.0108
1.5794	1.4991	1.5713	1.5574	0.0133	0.0118	0.0232	0.0133
1.5539	1.4713	1.5455	1.5061	0.0153	0.0075	0.0193	0.0205
1.5248	1.4585	1.5172	1.4854	0.0212	0.0073	0.0100	0.0227
1.5073	1.4543	1.4852	1.4637	0.0170	0.0076	0.0113	0.0205
1.4527	1.4381	1.4502	1.4346	0.0145	0.0105	0.0118	0.0212
1.4195	1.4296	1.4218	1.4032	0.0152	0.0101	0.0130	0.0171
1.3793	1.4299	1.3941	1.3715	0.0159	0.0128	0.0124	0.0190
1.3377	1.4194	1.3679	1.3351	0.0182	0.0130	0.0126	0.0214
1.3057	1.4080	1.3320	1.3056	0.0203	0.0107	0.0128	0.0187
1.2200	1.0271	1.2150	1.2064	0.0191	0.0191	0.0159	0.0090
1.1800	1.0269	1.1829	1.1712	0.0139	0.0122	0.0077	0.0048
1.1568	1.0223	1.1410	1.1652	0.0139	0.0143	0.0080	0.0103
1.1439	1.0079	1.1323	1.1478	0.0098	0.0107	0.0068	0.0078
1.1214	0.9919	1.1194	1.1273	0.0072	0.0104	0.0075	0.0053
1.1126	0.9859	1.1068	1.1145	0.0066	0.0114	0.0056	0.0053
1.1022	0.9775	1.0956	1.1013	0.0073	0.0105	0.0049	0.0037
1.0957	0.9715	1.0909	1.0918	0.0074	0.0133	0.0049	0.0051
1.0879	0.9640	1.0860	1.0829	0.0077	0.0137	0.0054	0.0049
1.0815	0.9548	1.0781	1.0748	0.0061	0.0135	0.0057	0.0077
1.2956	0.9361	1.3177	1.2752	0.0325	0.0165	0.0418	0.0319
1.1894	0.8674	1.1959	1.1707	0.0399	0.0165	0.0236	0.0221
1.1329	0.8200	1.1359	1.1212	0.0330	0.0192	0.0178	0.0210
1.1036	0.8132	1.1135	1.0939	0.0266	0.0166	0.0160	0.0170
1.0784	0.7982	1.0947	1.0694	0.0280	0.0169	0.0135	0.0209
1.0581	0.7823	1.0762	1.0501	0.0250	0.0187	0.0126	0.0200
1.0478	0.7729	1.0575	1.0408	0.0235	0.0156	0.0095	0.0190
1.0367	0.7639	1.0404	1.0252	0.0220	0.0160	0.0071	0.0171
1.0251	0.7533	1.0305	1.0096	0.0209	0.0175	0.0071	0.0131
1.0093	0.7465	1.0178	1.0000	0.0192	0.0158	0.0094	0.0108
