1.2462	1.1560	1.2450	1.2576	0.0176	0.0248	0.0151	0.0137
1.2146	1.1025	1.2062	1.2022	0.0112	0.0158	0.0130	0.0109
1.1897	1.0834	1.1790	1.1873	0.0080	0.0145	0.0126	0.0111
1.1678	1.0665	1.1666	1.1637	0.0078	0.0139	0.0151	0.0083
1.1488	1.0538	1.1460	1.1454	0.0047	0.0130	0.0128	0.0088
1.1391	1.0444	1.1327	1.1282	0.0043	0.0149	0.0106	0.0087
1.1286	1.0314	1.1207	1.1210	0.0055	0.0138	0.0111	0.0082
1.1142	1.0253	1.1117	1.1112	0.0068	0.0143	0.0111	0.0074
1.1061	1.0199	1.1058	1.1071	0.0069	0.0132	0.0102	0.0060
1.1032	1.0174	1.0983	1.0993	0.0073	0.0120	0.0086	0.0052
1.4924	1.3932	1.4986	1.5063	0.0115	0.0290	0.0164	0.0102
1.4240	1.3431	1.4411	1.4526	0.0165	0.0118	0.0078	0.0050
1.4170	1.3245	1.4287	1.4373	0.0145	0.0106	0.0076	0.0091
1.4247	1.3080	1.4236	1.4412	0.0175	0.0088	0.0057	0.0152
1.4365	1.3004	1.4357	1.4560	0.0176	0.0067	0.0102	0.0176
1.4389	1.2930	1.4517	1.4611	0.0161	0.0055	0.0138	0.0106
1.4304	1.2867	1.4527	1.4537	0.0106	0.0074	0.0126	0.0060
1.4201	1.2828	1.4442	1.4372	0.0115	0.0087	0.0126	0.0070
1.4068	1.2788	1.4358	1.4271	0.0122	0.0079	0.0132	0.0079
1.3961	1.2772	1.4292	1.4142	0.0114	0.0062	0.0138	0.0089
1.3551	1.2431	1.3964	1.3956	0.0218	0.0114	0.0246	0.0115
1.3456	1.2119	1.3368	1.3679	0.0222	0.0122	0.0159	0.0107
1.3096	1.2123	1.3031	1.3444	0.0176	0.0121	0.0093	0.0100
1.2920	1.2099	1.3075	1.3318	0.0177	0.0089	0.0128	0.0100
1.2859	1.2055	1.2998	1.3259	0.0168	0.0100	0.0108	0.0145
1.2826	1.1956	1.2945	1.3189	0.0188	0.0084	0.0146	0.0134
1.2817	1.1932	1.2897	1.3109	0.0183	0.0074	0.0147	0.0099
1.2755	1.1914	1.2834	1.3069	0.0176	0.0071	0.0153	0.0107
1.2762	1.1912	1.2801	1.2977	0.0175	0.0052	0.0163	0.0094
1.2730	1.1852	1.2748	1.2920	0.0155	0.0056	0.0147	0.0102
1.5399	1.3439	1.5287	1.4769	0.0326	0.0282	0.0325	0.0391
1.4235	1.2851	1.4358	1.3243	0.0322	0.0239	0.0124	0.0104
1.3635	1.2633	1.3761	1.2911	0.0204	0.0097	0.0148	0.0103
1.3444	1.2441	1.3541	1.2809	0.0210	0.0167	0.0150	0.0106
1.3309	1.2301	1.3349	1.2721	0.0191	0.0152	0.0125	0.0102
1.3223	1.2154	1.3212	1.2646	0.0190	0.0187	0.0152	0.0086
1.3045	1.2072	1.3036	1.2572	0.0205	0.0210	0.0125	0.0132
1.2893	1.2005	1.2922	1.2526	0.0206	0.0244	0.0115	0.0114
1.2664	1.1950	1.2810	1.2405	0.0202	0.0250	0.0124	0.0112
1.2495	1.1893	1.2646	1.2357	0.0178	0.0264	0.0138	0.0153
1.3465	1.2037	1.3635	1.3622	0.0091	0.0216	0.0134	0.0051
1.3073	1.1773	1.3174	1.3201	0.0093	0.0163	0.0053	0.0115
1.2815	1.1654	1.3039	1.2983	0.0111	0.0123	0.0086	0.0083
1.2566	1.1481	1.2773	1.2730	0.0073	0.0121	0.0051	0.0091
1.2348	1.1324	1.2540	1.2548	0.0062	0.0139	0.0040	0.0098
1.2233	1.1217	1.2367	1.2344	0.0041	0.0136	0.0032	0.0088
1.2101	1.1130	1.2241	1.2148	0.0072	0.0117	0.0025	0.0059
1.2003	1.1052	1.2082	1.2007	0.0048	0.0120	0.0042	0.0047
1.1935	1.0980	1.1980	1.1908	0.0048	0.0118	0.0029	0.0049
1.1855	1.0932	1.1872	1.1802	0.0060	0.0117	0.0045	0.0053
1.3645	1.1573	1.3423	1.3868	0.0226	0.0142	0.0225	0.0219
1.3282	1.1637	1.3132	1.3295	0.0121	0.0122	0.0085	0.0162
1.2967	1.1554	1.2904	1.2876	0.0134	0.0116	0.0056	0.0047
1.2696	1.1387	1.2615	1.2694	0.0139	0.0107	0.0038	0.0035
1.2556	1.1281	1.2482	1.2580	0.0117	0.0103	0.0051	0.0048
1.2428	1.1188	1.2384	1.2482	0.0122	0.0103	0.0054	0.0039
1.2349	1.1125	1.2282	1.2415	0.0143	0.0085	0.0040	0.0031
1.2261	1.1102	1.2166	1.2283	0.0126	0.0084	0.0028	0.0044
1.2179	1.1083	1.2096	1.2207	0.0125	0.0072	0.0038	0.0034
1.2118	1.1073	1.2016	1.2136	0.0118	0.0069	0.0034	0.0042
1.4401	1.3384	1.4381	1.4493	0.0206	0.0234	0.0197	0.0114
1.4140	1.3056	1.4057	1.4212	0.0085	0.0176	0.0206	0.0088
1.3782	1.2845	1.3864	1.3889	0.0106	0.0130	0.0149	0.0054
1.3524	1.2721	1.3646	1.3482	0.0145	0.0107	0.0138	0.0079
1.3264	1.2592	1.3371	1.3261	0.0127	0.0099	0.0138	0.0071
1.3078	1.2448	1.3187	1.3077	0.0100	0.0102	0.0136	0.0058
1.2922	1.2327	1.3061	1.2922	0.0094	0.0094	0.0125	0.0073
1.2813	1.2259	1.2931	1.2821	0.0090	0.0091	0.0116	0.0056
1.2737	1.2165	1.2834	1.2759	0.0093	0.0074	0.0115	0.0043
1.2659	1.2107	1.2782	1.2697	0.0087	0.0093	0.0120	0.0050
1.6431	1.5760	1.6377	1.6946	0.0275	0.0310	0.0365	0.0229
1.5522	1.5563	1.5593	1.5851	0.0155	0.0178	0.0226	0.0078
1.5077	1.5237	1.5369	1.5457	0.0162	0.0214	0.0227	0.0093
1.4891	1.4974	1.5261	1.5272	0.0210	0.0154	0.0207	0.0083
1.4714	1.4838	1.4948	1.5109	0.0244	0.0123	0.0182	0.0132
1.4440	1.4692	1.4665	1.4764	0.0248	0.0124	0.0187	0.0113
1.4170	1.4451	1.4407	1.4394	0.0257	0.0154	0.0182	0.0120
1.3823	1.4265	1.4010	1.3996	0.0229	0.0153	0.0218	0.0114
1.3471	1.4112	1.3645	1.3688	0.0241	0.0169	0.0216	0.0106
1.3129	1.3924	1.3293	1.3314	0.0248	0.0154	0.0183	0.0128
1.3289	1.2446	1.3008	1.3457	0.0192	0.0281	0.0084	0.0119
1.2541	1.1671	1.2514	1.2671	0.0099	0.0197	0.0124	0.0118
1.2200	1.1352	1.2259	1.2377	0.0096	0.0081	0.0048	0.0141
1.1967	1.1205	1.1992	1.2043	0.0101	0.0097	0.0034	0.0070
1.1805	1.1026	1.1826	1.1880	0.0095	0.0088	0.0067	0.0066
1.1741	1.0868	1.1674	1.1728	0.0088	0.0084	0.0077	0.0046
1.1595	1.0745	1.1566	1.1614	0.0065	0.0078	0.0082	0.0046
1.1509	1.0656	1.1502	1.1525	0.0070	0.0083	0.0059	0.0062
1.1447	1.0613	1.1432	1.1442	0.0072	0.0080	0.0059	0.0050
1.1373	1.0552	1.1382	1.1404	0.0072	0.0076	0.0049	0.0052
1.3231	0.8639	1.2977	1.3303	0.0188	0.0354	0.0374	0.0418
1.1864	0.8404	1.1839	1.1901	0.0107	0.0192	0.0211	0.0230
1.1384	0.8072	1.1336	1.1356	0.0060	0.0257	0.0159	0.0221
1.1008	0.7893	1.1025	1.1099	0.0092	0.0213	0.0112	0.0188
1.0768	0.7735	1.0826	1.0812	0.0056	0.0153	0.0138	0.0175
1.0593	0.7637	1.0650	1.0712	0.0068	0.0140	0.0137	0.0143
1.0427	0.7562	1.0459	1.0545	0.0069	0.0148	0.0118	0.0152
1.0268	0.7504	1.0311	1.0413	0.0102	0.0164	0.0147	0.0133
1.0198	0.7400	1.0194	1.0236	0.0109	0.0140	0.0133	0.0140
1.0086	0.7288	1.0144	1.0136	0.0104	0.0136	0.0111	0.0145
