seed,strategy,cycle,num_spans,max_docs,f1,mentions
8,noise,7,20,1,0.4573982600862843,0.5821344931415189
8,noise,8,20,1,0.3830700745210691,0.5090349865436371
8,noise,9,20,1,0.4394722626156502,0.5657481688175793
8,noise,10,20,1,0.44807317603869884,0.5829145728643217
8,noise,11,20,1,0.4068361123211559,0.5391826021747281
8,noise,12,20,1,0.36888288257562013,0.4933852140077822
8,noise,13,20,1,0.3359676881604316,0.442521631644005
8,noise,14,20,1,0.3491712905282149,0.46733466933867734
8,noise,15,20,1,0.3912844486551286,0.5236280487804877
8,noise,16,20,1,0.3305439230983429,0.44971381847914965
8,noise,17,20,1,0.13310574253892468,0.2001982160555005
8,noise,18,20,1,0.4068888188751174,0.5252371916508539
8,noise,19,20,1,0.43632151912605316,0.5737817433081674
8,noise,20,20,1,0.4036324592649833,0.5297418630751964
8,random,1,20,1,0.36640283190014183,0.4932666410157753
8,random,2,20,1,0.4183425888184816,0.5375044436544615
8,random,3,20,1,0.42759343882678635,0.5426074289876184
8,random,4,20,1,0.4528273300138413,0.5749559082892417
8,random,5,20,1,0.4804604540731452,0.6178385416666666
8,random,6,20,1,0.4686445360020411,0.6047800484932456
8,random,7,20,1,0.5015439823965079,0.6608040201005025
8,random,8,20,1,0.47740314165350095,0.637299035369775
8,random,9,20,1,0.4633084541115727,0.6396276595744681
8,random,10,20,1,0.5031481302146897,0.6660323501427212
8,random,11,20,1,0.49102369466518586,0.6823899371069181
8,random,12,20,1,0.4771404845366917,0.6743961352657005
8,random,13,20,1,0.48651878800804593,0.6787994891443168
8,random,14,20,1,0.5110103724972076,0.6916064130776486
8,random,15,20,1,0.501090223290798,0.6810262907823884
8,random,16,20,1,0.5030129409638332,0.7040942928039703
8,random,17,20,1,0.5157281619839572,0.6866646866646866
8,random,18,20,1,0.5256715692281966,0.7048513302034429
8,random,19,20,1,0.5218250689732201,0.7158808933002482
8,random,20,20,1,0.5267329344704873,0.6986817325800377
8,clust-ent,1,20,5,0.3787147574561123,0.496741491672701
8,clust-ent,2,20,5,0.4441719987218679,0.565934065934066
8,clust-ent,3,20,5,0.43924205675993244,0.6066524259993897
8,clust-ent,4,20,5,0.4642149566018851,0.6187614319310165
8,clust-ent,5,20,5,0.47251711279255576,0.6447761194029851
8,clust-ent,6,20,5,0.42897968211725085,0.6386164171399071
8,clust-ent,7,20,5,0.4721309274418453,0.6047281323877068
8,clust-ent,8,20,5,0.513107718078118,0.6561876247504991
8,clust-ent,9,20,5,0.5266763434141121,0.6822601839684626
8,clust-ent,10,20,5,0.5283197810253991,0.7063621533442088
8,clust-ent,11,20,5,0.525103103561061,0.6909560723514212
8,clust-ent,12,20,5,0.5165296624041801,0.6577116814583832
8,clust-ent,13,20,5,0.5128276023110664,0.6442392260334213
8,clust-ent,14,20,5,0.5327835637269875,0.7015194437290755
8,clust-ent,15,20,5,0.5198256057361244,0.6640498730085432
8,clust-ent,16,20,5,0.5425278138902724,0.7197846567967698
8,clust-ent,17,20,5,0.5045573380957367,0.6779823093473585
8,clust-ent,18,20,5,0.5545432541060796,0.7086456771614194
8,clust-ent,19,20,5,0.5551374805477182,0.7177177177177176
8,clust-ent,20,20,5,0.5362682824226486,0.6845546786922209
8,cond-ent,1,20,5,0.3855438718517328,0.5047479912344777
8,cond-ent,2,20,5,0.4609342095014027,0.5878114680276193
8,cond-ent,3,20,5,0.48502146031984905,0.6280164802825192
8,cond-ent,4,20,5,0.4601547050719017,0.6087520259319287
8,cond-ent,5,20,5,0.4243668345407756,0.608108108108108
8,cond-ent,6,20,5,0.4717426709926753,0.6115046755454804
8,cond-ent,7,20,5,0.4726225924440066,0.632845188284519
8,cond-ent,8,20,5,0.49563505529660973,0.6522556390977443
8,cond-ent,9,20,5,0.49491486166291815,0.652498564043653
8,cond-ent,10,20,5,0.4603514573325014,0.6442666666666667
8,cond-ent,11,20,5,0.4380161522297132,0.5862457722660653
8,cond-ent,12,20,5,0.48332442360735306,0.6507495835646862
8,cond-ent,13,20,5,0.519106813533989,0.6762699014404853
8,cond-ent,14,20,5,0.5052163742054411,0.6790058170280274
8,cond-ent,15,20,5,0.4616052391360506,0.6007359705611776
8,cond-ent,16,20,5,0.37589298597715876,0.4916299559471366
8,cond-ent,17,20,5,0.5330340782669403,0.7214514407684098
8,cond-ent,18,20,5,0.5289180332466038,0.7000532765050612
8,cond-ent,19,20,5,0.5023632569653596,0.6661928452973228
8,cond-ent,20,20,5,0.5318207508765115,0.7149220489977728
8,joint-ent,1,20,5,0.43443466164501604,0.5613433858807402
8,joint-ent,2,20,5,0.4494850627477623,0.5903540903540904
8,joint-ent,3,20,5,0.48513667801743116,0.6555778606251793
8,joint-ent,4,20,5,0.4951366338431309,0.6502557544757033
8,joint-ent,5,20,5,0.512309222506066,0.6715796219160526
8,joint-ent,6,20,5,0.501020207576161,0.6683657215673781
8,joint-ent,7,20,5,0.4781251651154575,0.6995835812016656
8,joint-ent,8,20,5,0.5056737551192836,0.725128515270638
8,joint-ent,9,20,5,0.508103546314027,0.7360594795539033
8,joint-ent,10,20,5,0.48965893169882396,0.7385148800924589
8,joint-ent,11,20,5,0.5429333926369871,0.7586004116436342
8,joint-ent,12,20,5,0.5227434793996959,0.7569360675512665
8,joint-ent,13,20,5,0.5210526598414608,0.7383033419023137
8,joint-ent,14,20,5,0.4889538370185547,0.7778103903727619
8,joint-ent,15,20,5,0.5052319075008697,0.7764905340491663
8,joint-ent,16,20,5,0.5294169228099336,0.7700602600697748
8,joint-ent,17,20,5,0.5387163956855333,0.7669902912621358
8,joint-ent,18,20,5,0.5535280164547539,0.7792932424054556
8,joint-ent,19,20,5,0.5236834619105863,0.7714129841789417
8,joint-ent,20,20,5,0.5671075608746147,0.793214390172565
8,li-ent,1,20,5,0.42759812788169344,0.5706014795754263
8,li-ent,2,20,5,0.4530335674873827,0.5974358974358974
8,li-ent,3,20,5,0.45720741239886187,0.5976729944886712
8,li-ent,4,20,5,0.4333933338862404,0.5671858022455631
8,li-ent,5,20,5,0.4583950087434272,0.5976095617529881
8,li-ent,6,20,5,0.43472392222621997,0.5988446726572528
8,li-ent,7,20,5,0.4974905917140446,0.649167733674776
8,li-ent,8,20,5,0.4739952380450363,0.6758842443729903
8,li-ent,9,20,5,0.4659536972847728,0.6262437810945274
8,li-ent,10,20,5,0.4728482676051095,0.6438442211055276
8,li-ent,11,20,5,0.47377645299109167,0.6642538975501114
8,li-ent,12,20,5,0.4598432926089275,0.6641221374045801
8,li-ent,13,20,5,0.48208780396464923,0.6510745891276865
8,li-ent,14,20,5,0.5120852309118327,0.6849628359062322
8,li-ent,15,20,5,0.5063560488669695,0.7060158910329172
8,li-ent,16,20,5,0.5277146516896486,0.7092354069608112
8,li-ent,17,20,5,0.4989978649127267,0.6734469488730072
8,li-ent,18,20,5,0.5214993686533453,0.7054815732424898
8,li-ent,19,20,5,0.49123354192432894,0.6909684439608269
8,li-ent,20,20,5,0.550819489834417,0.714687675858188
8,ment-ent,1,20,5,0.47878247950426345,0.6186342592592592
8,ment-ent,2,20,5,0.47125381458595145,0.6084099868593956
8,ment-ent,3,20,5,0.4857857830120269,0.6545795561112847
8,ment-ent,4,20,5,0.4886450932003372,0.6558730158730158
8,ment-ent,5,20,5,0.4586022323805153,0.6184711172604633
8,ment-ent,6,20,5,0.46551299287294445,0.6503028371055148
8,ment-ent,7,20,5,0.4958747197139932,0.6724470134874759
8,ment-ent,8,20,5,0.49709483232337687,0.6772172766238048
8,ment-ent,9,20,5,0.5006369797280943,0.70272
8,ment-ent,10,20,5,0.4740184995381596,0.6845725515886013
8,ment-ent,11,20,5,0.5050529503082163,0.7091308440539693
8,ment-ent,12,20,5,0.5292916530932177,0.7256965944272445
8,ment-ent,13,20,5,0.4931424879631465,0.7375757575757576
8,ment-ent,14,20,5,0.5155691759454767,0.75
8,ment-ent,15,20,5,0.5374846973522702,0.7734904270986747
8,ment-ent,16,20,5,0.5262254434524094,0.768854961832061
8,ment-ent,17,20,5,0.5214920938522415,0.7678107874242861
8,ment-ent,18,20,5,0.45923947531769693,0.7452779276848355
8,ment-ent,19,20,5,0.5105970791303577,0.784407796101949
8,ment-ent,20,20,5,0.4871582931108753,0.7883435582822086
8,noise,1,20,5,0.23784614152587916,0.34520054078413703
8,noise,2,20,5,0.46690630429956154,0.5963798031120991
8,noise,3,20,5,0.13328020147328265,0.20178041543026703
8,noise,4,20,5,0.15239172700674242,0.2237354085603113
8,noise,5,20,5,0.3583166371283491,0.4838963079340142
8,noise,6,20,5,0.4483900862138528,0.5812080536912752
8,noise,7,20,5,0.3383701776658595,0.45592705167173253
8,noise,8,20,5,0.45180918771198336,0.5839316239316238
8,noise,9,20,5,0.4433106397459827,0.6041055718475075
8,noise,10,20,5,0.4286416383934954,0.5652482269503546
8,noise,11,20,5,0.4441700898564463,0.5645999307239349
8,noise,12,20,5,0.4981156484888361,0.6391184573002755
8,noise,13,20,5,0.35119461550577014,0.44022617124394187
8,noise,14,20,5,0.41581773107260883,0.5970341715022566
8,noise,15,20,5,0.4194060345131529,0.5516989404457434
8,noise,16,20,5,0.416583661116729,0.6124054462934947
8,noise,17,20,5,0.48989512629553805,0.6368646662584202
8,noise,18,20,5,0.4466836284965821,0.6245125348189414
8,noise,19,20,5,0.4296563899605598,0.6262368337057133
8,noise,20,20,5,0.49361236186733376,0.6441167967620699
8,random,1,20,5,0.397490318409956,0.5229950589129609
8,random,2,20,5,0.26805176684694376,0.38816362053959963
8,random,3,20,5,0.4187529264007932,0.5565660240087305
8,random,4,20,5,0.4285677806470655,0.5752244165170557
8,random,5,20,5,0.45780544008602714,0.605686879068174
8,random,6,20,5,0.4528791086296249,0.6093906093906094
8,random,7,20,5,0.4788150914490612,0.6407103825136613
8,random,8,20,5,0.4972017088665563,0.6530750934420659
8,random,9,20,5,0.49227773054590296,0.6559726962457338
8,random,10,20,5,0.49042454913838435,0.660857908847185
8,random,11,20,5,0.5124873677988143,0.7089481946624804
8,random,12,20,5,0.42902013794248745,0.6460693443185719
8,random,13,20,5,0.4747501382180361,0.6593931128537334
8,random,14,20,5,0.5044692199447383,0.6970474967907574
8,random,15,20,5,0.5153571347972895,0.7108854331958109
8,random,16,20,5,0.4721078043934299,0.72
8,random,17,20,5,0.5023100431306698,0.7165504121750158
8,random,18,20,5,0.4880470753020933,0.7351778656126482
8,random,19,20,5,0.529207561105165,0.7518979653811114
8,random,20,20,5,0.5111356866221737,0.7247706422018347
8,clust-ent,1,20,20,0.3589780091559933,0.47796744739976177
8,clust-ent,2,20,20,0.44013107986176264,0.5568797399783316
8,clust-ent,3,20,20,0.4306320411302241,0.5735483870967742
8,clust-ent,4,20,20,0.405428177858618,0.5954433497536945
8,clust-ent,5,20,20,0.35019486104247166,0.4668473351400181
8,clust-ent,6,20,20,0.35331554567580464,0.5800286669851887
8,clust-ent,7,20,20,0.31732801431578656,0.5252396166134186
8,clust-ent,8,20,20,0.37802229276082916,0.5767695862213822
8,clust-ent,9,20,20,0.40638724044563995,0.6389684813753581
8,clust-ent,10,20,20,0.4107086313476018,0.5688729874776386
8,clust-ent,11,20,20,0.3541890526124079,0.4615872010137811
8,clust-ent,12,20,20,0.3544336905445082,0.5421487603305786
8,clust-ent,13,20,20,0.44792424810683945,0.6680851063829787
8,clust-ent,14,20,20,0.4083730168826629,0.6456843109203624
8,clust-ent,15,20,20,0.43803870902041525,0.5907902674441987
8,clust-ent,16,20,20,0.45246359790161855,0.6709856547894494
8,clust-ent,17,20,20,0.49914448970901787,0.7185628742514971
8,clust-ent,18,20,20,0.38937100620633364,0.6143849428635447
8,clust-ent,19,20,20,0.47858309334908206,0.6597206827754378
8,clust-ent,20,20,20,0.43597864777635714,0.570873031304686
8,cond-ent,1,20,20,0.39505893165353445,0.5049656226126814
8,cond-ent,2,20,20,0.352490667094276,0.4888888888888889
8,cond-ent,3,20,20,0.3070889106146337,0.4596078431372549
8,cond-ent,4,20,20,0.40945219623740453,0.5439114391143912
8,cond-ent,5,20,20,0.4631838161184885,0.5995475113122173
8,cond-ent,6,20,20,0.42228028140750884,0.5866748920419494
8,cond-ent,7,20,20,0.48112610486721924,0.634041243459526
8,cond-ent,8,20,20,0.4638726023789901,0.6379594075699396
8,cond-ent,9,20,20,0.4453368557964967,0.6233196159122085
8,cond-ent,10,20,20,0.3673419315325706,0.48770336738554665
8,cond-ent,11,20,20,0.42080100205174786,0.593324432576769
8,cond-ent,12,20,20,0.49715517645276547,0.6851355376824546
8,cond-ent,13,20,20,0.4390379423162732,0.6354378818737271
8,cond-ent,14,20,20,0.4094809946624613,0.6664883658732281
8,cond-ent,15,20,20,0.45273174523103793,0.6764622774795139
8,cond-ent,16,20,20,0.39573347289126154,0.5718627876682588
8,cond-ent,17,20,20,0.49294941605973036,0.6987080103359172
8,cond-ent,18,20,20,0.4001766871772316,0.6456442831215972
8,cond-ent,19,20,20,0.4692812146952488,0.7113462669018225
8,cond-ent,20,20,20,0.49672975036462913,0.6912493120528344
8,joint-ent,1,20,20,0.40798982936520334,0.5374746792707631
8,joint-ent,2,20,20,0.45230034725712837,0.5866209262435678
8,joint-ent,3,20,20,0.48448853880252685,0.6248057196145477
8,joint-ent,4,20,20,0.4924076436743709,0.6399253731343284
8,joint-ent,5,20,20,0.4861878805979219,0.6446715328467154
8,joint-ent,6,20,20,0.483551349012117,0.6761627906976744
8,joint-ent,7,20,20,0.47187839237871937,0.648449816079874
8,joint-ent,8,20,20,0.40876129629881164,0.5856296677826422
8,joint-ent,9,20,20,0.48472919101053136,0.672168468981218
8,joint-ent,10,20,20,0.4665095237857773,0.6887005649717513
8,joint-ent,11,20,20,0.24166336132520713,0.5236815586160564
8,joint-ent,12,20,20,0.3437027965816822,0.6178654784638234
8,joint-ent,13,20,20,0.2967116836922565,0.6713581984517943
8,joint-ent,14,20,20,0.44225571890735216,0.6684169073247572
8,joint-ent,15,20,20,0.468858132032601,0.7080090384132564
8,joint-ent,16,20,20,0.4082640025061834,0.6860653087617199
8,joint-ent,17,20,20,0.4311947874440585,0.7190707725553753
8,joint-ent,18,20,20,0.5109012202621094,0.7420973406924235
8,joint-ent,19,20,20,0.45079694479751087,0.7499327052489906
8,joint-ent,20,20,20,0.49303503139400107,0.6933632035844302
8,li-ent,1,20,20,0.4564317566546217,0.5836236933797909
8,li-ent,2,20,20,0.4158689108647051,0.6047180667433831
8,li-ent,3,20,20,0.5046274326732232,0.6349005995582202
8,li-ent,4,20,20,0.4744308010785629,0.6220362622036262
8,li-ent,5,20,20,0.4753387314801931,0.6217292377701935
8,li-ent,6,20,20,0.48612281844313726,0.6329930145083289
8,li-ent,7,20,20,0.4835974359675543,0.6333705357142857
8,li-ent,8,20,20,0.5057236113820446,0.6492558270148835
8,li-ent,9,20,20,0.5053194478198711,0.6591739252599046
8,li-ent,10,20,20,0.5154103182338706,0.661697247706422
8,li-ent,11,20,20,0.5032120206177645,0.6467289719626168
8,li-ent,12,20,20,0.5329213982308497,0.6714801444043321
8,li-ent,13,20,20,0.5461306877434241,0.7185367185367185
8,li-ent,14,20,20,0.5191536530632535,0.7197640117994101
8,li-ent,15,20,20,0.5500298028844254,0.7106017191977076
8,li-ent,16,20,20,0.5229585043362871,0.71751246699912
8,li-ent,17,20,20,0.5741215261485714,0.7393693954295634
8,li-ent,18,20,20,0.5020127718972884,0.6836099585062241
8,li-ent,19,20,20,0.5485586617336481,0.7286384976525822
8,li-ent,20,20,20,0.550449945859813,0.7280677780814431
8,ment-ent,1,20,20,0.4916406692938117,0.6305970149253732
8,ment-ent,2,20,20,0.5024355115573892,0.6562967394555789
8,ment-ent,3,20,20,0.5109866732772484,0.6758361988121289
8,ment-ent,4,20,20,0.44910566913617206,0.6346790205162144
8,ment-ent,5,20,20,0.4805133704232724,0.7036922122246353
8,ment-ent,6,20,20,0.48687749302537625,0.6866438356164383
8,ment-ent,7,20,20,0.5275958428596941,0.7291543465405086
8,ment-ent,8,20,20,0.5095811486560792,0.7115260785576303
8,ment-ent,9,20,20,0.5259919556463545,0.7445388349514562
8,ment-ent,10,20,20,0.5420986450238685,0.7446117508119279
8,ment-ent,11,20,20,0.5136742230208613,0.7324490456163054
8,ment-ent,12,20,20,0.5569934338040158,0.7690469076785181
8,ment-ent,13,20,20,0.4576154950945286,0.7538694992412747
8,ment-ent,14,20,20,0.5121880199108838,0.780501874819729
8,ment-ent,15,20,20,0.5201407238931977,0.7362707535121328
8,ment-ent,16,20,20,0.5249978430545325,0.8078138465958057
8,ment-ent,17,20,20,0.47207164489497017,0.7803571428571429
8,ment-ent,18,20,20,0.4985549979784493,0.7852272727272728
8,ment-ent,19,20,20,0.5240587468290047,0.8022565320665083
8,ment-ent,20,20,20,0.5374860980200391,0.8137196924896511
8,noise,1,20,20,0.20916047487174558,0.29916897506925205
8,noise,2,20,20,0.04748381254246795,0.07803313735970069
8,noise,3,20,20,0.005656648476411134,0.0078125
8,noise,4,20,20,0.3005805780947359,0.413290113452188
8,noise,5,20,20,0.25751415499499125,0.3588067020841847
8,noise,6,20,20,0.3386222646379839,0.4562314540059347
8,noise,7,20,20,0.3443713949668173,0.4764378478664193
8,noise,8,20,20,0.4089163543308894,0.5826602046311254
8,noise,9,20,20,0.4269058131395562,0.5583756345177664
8,noise,10,20,20,0.33206443750549103,0.46212995001922336
8,noise,11,20,20,0.37498228807603945,0.533508541392904
8,noise,12,20,20,0.4031175221643923,0.5138888888888888
8,noise,13,20,20,0.36520863233318207,0.48207475209763545
8,noise,14,20,20,0.42162154955600206,0.5692711753118844
8,noise,15,20,20,0.49208646668272243,0.6342648845686513
8,noise,16,20,20,0.39392941208613325,0.5927725478287277
8,noise,17,20,20,0.3796248342413953,0.5830920671685003
8,noise,18,20,20,0.0,0.0
8,noise,19,20,20,0.394088417134643,0.565441429062178
8,noise,20,20,20,0.4316242092066633,0.6051193557664653
8,random,1,20,20,0.4402788358381497,0.5523946705077422
8,random,2,20,20,0.45281465661832443,0.575441123514584
8,random,3,20,20,0.47411173556064196,0.6320876288659795
8,random,4,20,20,0.43722241092850744,0.6245443499392467
8,random,5,20,20,0.48395914909716303,0.644853875476493
8,random,6,20,20,0.44269963035638843,0.6281923714759535
8,random,7,20,20,0.4944079766621919,0.6860174781523095
8,random,8,20,20,0.4125043178202894,0.7137134052388289
8,random,9,20,20,0.39599236633950236,0.6879803258530587
8,random,10,20,20,0.4599496537511036,0.7134146341463413
8,random,11,20,20,0.42235216025650485,0.727978501045088
8,random,12,20,20,0.4775446024185485,0.7131172372008483
8,random,13,20,20,0.4697847071339951,0.7561469482210008
8,random,14,20,20,0.3875525451947646,0.7309212526603831
8,random,15,20,20,0.4095493050345497,0.764434180138568
8,random,16,20,20,0.4717029854817365,0.7571345369831101
8,random,17,20,20,0.42791031629687787,0.7554896142433233
8,random,18,20,20,0.38616463212189833,0.7524985302763081
8,random,19,20,20,0.47202178807794914,0.7664493183165383
8,random,20,20,20,0.4296215850665206,0.7513032812020853
8,clust-ent,1,40,1,0.42767190982222525,0.5467677862044058
8,clust-ent,2,40,1,0.4959322266178834,0.6322701688555348
8,clust-ent,3,40,1,0.51223879845596,0.6607669616519174
8,clust-ent,4,40,1,0.5260590585925535,0.6677461139896372
8,clust-ent,5,40,1,0.5352953777439032,0.6887376237623762
8,clust-ent,6,40,1,0.53930658905238,0.6858974358974359
8,clust-ent,7,40,1,0.557789802738749,0.7082683307332293
8,clust-ent,8,40,1,0.5574833217462666,0.721705193635545
8,clust-ent,9,40,1,0.5517540676587751,0.7134078212290503
8,clust-ent,10,40,1,0.5741675321714196,0.7397179788484135
8,cond-ent,1,40,1,0.41968523935656615,0.5407190022010272
8,cond-ent,2,40,1,0.4335669446842054,0.5837950138504154
8,cond-ent,3,40,1,0.4562132635596468,0.6229845626072041
8,cond-ent,4,40,1,0.4889352162667722,0.6441575637206223
8,cond-ent,5,40,1,0.5104192553736749,0.6725274725274726
8,cond-ent,6,40,1,0.5302595116661014,0.6891522333637192
8,cond-ent,7,40,1,0.5189387470453058,0.6851851851851851
8,cond-ent,8,40,1,0.5511831690559753,0.712846347607053
8,cond-ent,9,40,1,0.5605063440357957,0.7174447174447175
8,cond-ent,10,40,1,0.5788069478779025,0.7543168736746441
8,joint-ent,1,40,1,0.3716557225127259,0.4990313831848121
8,joint-ent,2,40,1,0.4202668896505027,0.5962689193945794
8,joint-ent,3,40,1,0.4732659824030705,0.6337395766516999
8,joint-ent,4,40,1,0.46324990250827086,0.6157635467980296
8,joint-ent,5,40,1,0.5131487789892714,0.6724028043339707
8,joint-ent,6,40,1,0.5185750277121329,0.6790243902439024
8,joint-ent,7,40,1,0.5292574578565604,0.7036429274696423
8,joint-ent,8,40,1,0.5588954976279995,0.730625
8,joint-ent,9,40,1,0.5836639655425412,0.7568891610532762
8,joint-ent,10,40,1,0.5778711404337208,0.7586637527318141
8,li-ent,1,40,1,0.2864584696495958,0.3994953742640875
8,li-ent,2,40,1,0.35763409740557545,0.4769290422644436
8,li-ent,3,40,1,0.42960345822248325,0.5616990113511535
