seed,strategy,cycle,num_spans,max_docs,f1,mentions,entities,non-entities,pronouns,singletons
67,ment-ent,6,50,5,0.6915513299,0.8144593799,,,,
67,noise,1,50,5,0.4824764802580179,0.5554764122513836,,,,
67,noise,2,50,5,0.5980023194464831,0.6875030215131739,,,,
67,noise,3,50,5,0.5476649605560755,0.6283525888990271,,,,
67,noise,4,50,5,0.5786267093632836,0.6608413836086008,,,,
67,noise,5,50,5,0.5536008172649726,0.6374439004487964,,,,
67,noise,6,50,5,0.5361301729317125,0.6111329713281394,,,,
67,random,1,50,5,0.54044999,0.6147931684,,,,
67,random,2,50,5,0.6446421257,0.7353275797,,,,
67,random,3,50,5,0.6797273079,0.7833131721,,,,
67,random,4,50,5,0.6733102454,0.7753565724,,,,
67,random,5,50,5,0.6896561074,0.8033538527,,,,
67,random,6,50,5,0.6233211151,0.8158266504,,,,
67,clust-ent,1,50,50,0.6080069316,0.6952022161,,,,
67,clust-ent,2,50,50,0.6376355947,0.7061363247,,,,
67,clust-ent,3,50,50,0.6481315965,0.7333159023,,,,
67,clust-ent,4,50,50,0.6362128731,0.7104459716,,,,
67,clust-ent,5,50,50,0.5859285449,0.6388443797,,,,
67,clust-ent,6,50,50,0.5530308086,0.723202171,,,,
67,cond-ent,1,50,50,0.3679011677,0.5257307434,,,,
67,cond-ent,2,50,50,0.3057923242,0.6798803043,,,,
67,cond-ent,3,50,50,0.4475432522,0.601369065,,,,
67,cond-ent,4,50,50,0.281446098,0.5586184105,,,,
67,cond-ent,5,50,50,0.2535764568,0.5831345915,,,,
67,cond-ent,6,50,50,0.2556754799,0.5936556991,,,,
67,joint-ent,1,50,50,0.5097205459,0.6009692008,,,,
67,joint-ent,2,50,50,0.6094190553,0.7028838659,,,,
67,joint-ent,3,50,50,0.4827524234,0.6184099227,,,,
67,joint-ent,4,50,50,0.6145452377,0.7069650701,,,,
67,joint-ent,5,50,50,0.5278173809,0.6787863363,,,,
67,joint-ent,6,50,50,0.4894465118,0.799893691,,,,
67,li-ent,1,50,50,0.5557895391885798,0.6280450904167479,,,,
67,li-ent,2,50,50,0.5348672951147676,0.6037609306884721,,,,
67,li-ent,3,50,50,0.6667592168835986,0.7457349986210157,,,,
67,li-ent,4,50,50,0.6854453196228499,0.7759297860669228,,,,
67,li-ent,5,50,50,0.6736028952973564,0.7635160921002417,,,,
67,li-ent,6,50,50,0.675996121961057,0.7649397245870189,,,,
67,ment-ent,1,50,50,0.611718793,0.7110061408,,,,
67,ment-ent,2,50,50,0.6377476472,0.735156187,,,,
67,ment-ent,3,50,50,0.6782791585,0.8108879116,,,,
67,ment-ent,4,50,50,0.6513917497,0.8191516936,,,,
67,ment-ent,5,50,50,0.6869467106,0.8254555333,,,,
67,ment-ent,6,50,50,0.6307158209,0.7767923764,,,,
67,noise,1,50,50,0.567908658454035,0.653375668871994,,,,
67,noise,2,50,50,0.5250356229320802,0.5513250178488933,,,,
67,noise,3,50,50,0.39950770105333483,0.5071871399572063,,,,
67,noise,4,50,50,0.47449686453679424,0.5393076944498594,,,,
67,noise,5,50,50,0.5262182032986166,0.6941601855641971,,,,
67,noise,6,50,50,0.4041608097166116,0.4987059750196917,,,,
67,random,1,50,50,0.6575119216,0.7568940189,,,,
67,random,2,50,50,0.6802912404,0.793635028,,,,
67,random,3,50,50,0.6866177602,0.7984700944,,,,
67,random,4,50,50,0.6877378802,0.8048917197,,,,
67,random,5,50,50,0.6766450899,0.818018919,,,,
67,random,6,50,50,0.6394528645,0.8155222616,,,,
312,bandit,1,10,1,0.5033848288540772,0.5810317189183507,,,,
312,bandit,2,10,1,0.59832881965271,0.7160493827160495,,,,
312,bandit,3,10,1,0.5668893225399233,0.7309648206199929,,,,
312,bandit,4,10,1,0.5885311630626342,0.766397550417993,,,,
312,bandit,5,10,1,0.615841878909154,0.7788477231924269,,,,
312,bandit,6,10,1,0.6560592134574889,0.7907265375776908,,,,
312,bandit,7,10,1,0.5891494112712373,0.73839805698467,,,,
312,bandit,8,10,1,0.5771547713399492,0.8016087220900586,,,,
312,bandit,9,10,1,0.5471775325188569,0.7325764687129167,,,,
312,bandit,10,10,1,0.5995646953789926,0.7654201505722421,,,,
312,bandit,11,10,1,0.578436786558317,0.7915616807271317,,,,
312,bandit,12,10,1,0.5410296877556383,0.8049295337430931,,,,
312,bandit,13,10,1,0.5338435732695724,0.7997498728166865,,,,
312,bandit,14,10,1,0.49815020510738073,0.7708483720223395,,,,
312,bandit,15,10,1,0.4935009224514733,0.7866980987929191,,,,
312,bandit,16,10,1,0.5687092413633986,0.8035317860746721,,,,
312,bandit,17,10,1,0.5541681185995505,0.8078496709971318,,,,
312,bandit,18,10,1,0.49127999469542233,0.7988782395667684,,,,
312,bandit,19,10,1,0.5560181864646251,0.7869390090903088,,,,
312,bandit,20,10,1,0.5265748870399618,0.7819366873563475,,,,
312,bandit,21,10,1,0.6266718964950488,0.7839575489354206,,,,
312,bandit,22,10,1,0.47162418045385235,0.802425543332439,,,,
312,bandit,23,10,1,0.5936401216811519,0.800312029382767,,,,
312,bandit,24,10,1,0.566937465213638,0.8074548582162795,,,,
312,bandit,25,10,1,0.49797724437495744,0.7677066054670635,,,,
312,bandit,26,10,1,0.5622455582318117,0.8076561163387511,,,,
312,bandit,27,10,1,0.5652996449308777,0.8178108848946454,,,,
312,bandit,28,10,1,0.5852885262136492,0.8077781593406593,,,,
312,bandit,29,10,1,0.5875437586689302,0.8040106666666667,,,,
312,bandit,30,10,1,0.6434399525784846,0.8128533299707879,,,,
312,clust-ent,1,10,1,0.5288174787,0.6563218254,,,,
312,clust-ent,2,10,1,0.5741292161,0.682649021,,,,
312,clust-ent,3,10,1,0.5598263548,0.6725921293,,,,
312,clust-ent,4,10,1,0.6284220572,0.7262370724,,,,
312,clust-ent,5,10,1,0.6561784264,0.7424124984,,,,
312,clust-ent,6,10,1,0.6539079859,0.7491982467,,,,
312,clust-ent,7,10,1,0.6521538867,0.7536884642,,,,
312,clust-ent,8,10,1,0.6355880224,0.7313903727,,,,
312,clust-ent,9,10,1,0.6253501407,0.7187444425,,,,
312,clust-ent,10,10,1,0.6376320237,0.7428106749,,,,
312,clust-ent,11,10,1,0.6524805921,0.7516046965,,,,
312,clust-ent,12,10,1,0.6514086667,0.7615586992,,,,
312,clust-ent,13,10,1,0.6845528998,0.7734055062,,,,
312,clust-ent,14,10,1,0.6795754097,0.7718541583,,,,
312,clust-ent,15,10,1,0.6686578634,0.766231296,,,,
312,clust-ent,16,10,1,0.6813133322,0.7820065644,,,,
312,clust-ent,17,10,1,0.6717397288,0.7765436418,,,,
312,clust-ent,18,10,1,0.6704585007,0.7697320067,,,,
312,clust-ent,19,10,1,0.6762728004,0.786265224,,,,
312,clust-ent,20,10,1,0.686039843,0.7915936578,,,,
312,clust-ent,21,10,1,0.6634568706,0.7679105653,,,,
312,clust-ent,22,10,1,0.6960138863,0.7955423873,,,,
312,clust-ent,23,10,1,0.7067074241,0.805657849,,,,
312,clust-ent,24,10,1,0.7028036329,0.7978456701,,,,
312,clust-ent,25,10,1,0.6933010539,0.7763877154,,,,
312,clust-ent,26,10,1,0.6849365388,0.7900504986,,,,
312,clust-ent,27,10,1,0.6776809886,0.7927055631,,,,
312,clust-ent,28,10,1,0.6867849408,0.7885531973,,,,
312,clust-ent,29,10,1,0.6882647747,0.7762500991,,,,
312,clust-ent,30,10,1,0.5914754514,0.7675686457,,,,
312,cond-ent,1,10,1,0.5033848289,0.5810317189,,,,
312,cond-ent,2,10,1,0.5618785382,0.64435728,,,,
312,cond-ent,3,10,1,0.5464611948,0.6559659226,,,,
312,cond-ent,4,10,1,0.4438857776,0.5617962285,,,,
312,cond-ent,5,10,1,0.5754653799,0.6710761155,,,,
312,cond-ent,6,10,1,0.6100705425,0.7083811829,,,,
312,cond-ent,7,10,1,0.5605279655,0.687255767,,,,
312,cond-ent,8,10,1,0.5617294076,0.6955687487,,,,
312,cond-ent,9,10,1,0.5664938653,0.6913423043,,,,
312,cond-ent,10,10,1,0.5868952401,0.6721447457,,,,
312,cond-ent,11,10,1,0.6085656464,0.7223202285,,,,
312,cond-ent,12,10,1,0.5881176273,0.7201168753,,,,
312,cond-ent,13,10,1,0.612927148,0.7323344012,,,,
312,cond-ent,14,10,1,0.5543801968,0.6730554069,,,,
312,cond-ent,15,10,1,0.5862997839,0.6856742451,,,,
312,cond-ent,16,10,1,0.59530098,0.7348704276,,,,
312,cond-ent,17,10,1,0.5852791742,0.6485384647,,,,
312,cond-ent,18,10,1,0.6058650195,0.7209230077,,,,
312,cond-ent,19,10,1,0.6261389925,0.7293771257,,,,
