Iteration,LearningRate,Likelihood,data,TopicModel
2100,Adam,-7.33E+00,Wikipedia,Online HDP
2200,Adam,-7.33E+00,Wikipedia,Online HDP
2300,Adam,-7.32E+00,Wikipedia,Online HDP
2400,Adam,-7.32E+00,Wikipedia,Online HDP
2500,Adam,-7.32E+00,Wikipedia,Online HDP
2600,Adam,-7.31E+00,Wikipedia,Online HDP
2700,Adam,-7.31E+00,Wikipedia,Online HDP
2800,Adam,-7.31E+00,Wikipedia,Online HDP
2900,Adam,-7.31E+00,Wikipedia,Online HDP
3000,Adam,-7.31E+00,Wikipedia,Online HDP
3100,Adam,-7.30E+00,Wikipedia,Online HDP
3200,Adam,-7.30E+00,Wikipedia,Online HDP
3300,Adam,-7.30E+00,Wikipedia,Online HDP
3400,Adam,-7.30E+00,Wikipedia,Online HDP
3500,Adam,-7.30E+00,Wikipedia,Online HDP
3600,Adam,-7.29E+00,Wikipedia,Online HDP
3700,Adam,-7.29E+00,Wikipedia,Online HDP
3800,Adam,-7.29E+00,Wikipedia,Online HDP
3900,Adam,-7.29E+00,Wikipedia,Online HDP
4000,Adam,-7.28E+00,Wikipedia,Online HDP
4100,Adam,-7.28E+00,Wikipedia,Online HDP
4200,Adam,-7.28E+00,Wikipedia,Online HDP
4300,Adam,-7.28E+00,Wikipedia,Online HDP
4400,Adam,-7.27E+00,Wikipedia,Online HDP
4500,Adam,-7.27E+00,Wikipedia,Online HDP
4600,Adam,-7.27E+00,Wikipedia,Online HDP
4700,Adam,-7.27E+00,Wikipedia,Online HDP
4800,Adam,-7.27E+00,Wikipedia,Online HDP
4900,Adam,-7.27E+00,Wikipedia,Online HDP
5000,Adam,-7.27E+00,Wikipedia,Online HDP
5100,Adam,-7.27E+00,Wikipedia,Online HDP
5200,Adam,-7.27E+00,Wikipedia,Online HDP
5300,Adam,-7.26E+00,Wikipedia,Online HDP
5400,Adam,-7.26E+00,Wikipedia,Online HDP
5500,Adam,-7.26E+00,Wikipedia,Online HDP
5600,Adam,-7.26E+00,Wikipedia,Online HDP
5700,Adam,-7.26E+00,Wikipedia,Online HDP
5800,Adam,-7.26E+00,Wikipedia,Online HDP
5900,Adam,-7.26E+00,Wikipedia,Online HDP
6000,Adam,-7.26E+00,Wikipedia,Online HDP
6100,Adam,-7.26E+00,Wikipedia,Online HDP
6200,Adam,-7.26E+00,Wikipedia,Online HDP
6300,Adam,-7.26E+00,Wikipedia,Online HDP
6400,Adam,-7.26E+00,Wikipedia,Online HDP
6500,Adam,-7.26E+00,Wikipedia,Online HDP
6600,Adam,-7.25E+00,Wikipedia,Online HDP
6700,Adam,-7.25E+00,Wikipedia,Online HDP
6800,Adam,-7.25E+00,Wikipedia,Online HDP
6900,Adam,-7.25E+00,Wikipedia,Online HDP
7000,Adam,-7.25E+00,Wikipedia,Online HDP
7100,Adam,-7.25E+00,Wikipedia,Online HDP
7200,Adam,-7.25E+00,Wikipedia,Online HDP
7300,Adam,-7.25E+00,Wikipedia,Online HDP
7400,Adam,-7.25E+00,Wikipedia,Online HDP
7500,Adam,-7.25E+00,Wikipedia,Online HDP
7600,Adam,-7.25E+00,Wikipedia,Online HDP
7700,Adam,-7.24E+00,Wikipedia,Online HDP
7800,Adam,-7.24E+00,Wikipedia,Online HDP
7900,Adam,-7.24E+00,Wikipedia,Online HDP
8000,Adam,-7.24E+00,Wikipedia,Online HDP
8100,Adam,-7.24E+00,Wikipedia,Online HDP
8200,Adam,-7.24E+00,Wikipedia,Online HDP
8300,Adam,-7.24E+00,Wikipedia,Online HDP
8400,Adam,-7.24E+00,Wikipedia,Online HDP
8500,Adam,-7.24E+00,Wikipedia,Online HDP
8600,Adam,-7.24E+00,Wikipedia,Online HDP
8700,Adam,-7.24E+00,Wikipedia,Online HDP
8800,Adam,-7.24E+00,Wikipedia,Online HDP
8900,Adam,-7.24E+00,Wikipedia,Online HDP
9000,Adam,-7.24E+00,Wikipedia,Online HDP
9100,Adam,-7.24E+00,Wikipedia,Online HDP
9200,Adam,-7.24E+00,Wikipedia,Online HDP
9300,Adam,-7.24E+00,Wikipedia,Online HDP
9400,Adam,-7.24E+00,Wikipedia,Online HDP
9500,Adam,-7.24E+00,Wikipedia,Online HDP
9600,Adam,-7.23E+00,Wikipedia,Online HDP
9700,Adam,-7.23E+00,Wikipedia,Online HDP
9800,Adam,-7.23E+00,Wikipedia,Online HDP
9900,Adam,-7.23E+00,Wikipedia,Online HDP
10000,Adam,-7.23E+00,Wikipedia,Online HDP
