Gram-Schmidt, Title+Average, Title+Or, Title+Min, Title+HMean
0.29204200340319, 0.3915218343680733, 0.42831640538394833, 0.46148315297623843, 0.48096937849431
0.3087626497206175, 0.4337931846087726, 0.4081186905413346, 0.43090266209786704, 0.4573296066460852
0.3044414307277553, 0.4063562101340521, 0.42446056103985125, 0.46086777541305585, 0.4907174525691819
0.30523092740187685, 0.4272500872685865, 0.4148544860812635, 0.4625636835047245, 0.49064259054864096
0.2989450759174275, 0.41482156834877515, 0.41207086200324167, 0.486237467812097, 0.4854039671088773
0.32097499642969163, 0.3939659013725552, 0.39414140122722585, 0.4429149651147275, 0.45832186808791053
0.30229974270743776, 0.42733968488148105, 0.4009990421634274, 0.4679181151847538, 0.47583098447831107
0.3124294093374954, 0.3944213463705747, 0.3991403499353108, 0.4529754991902243, 0.4806057958021956
0.3090555381208098, 0.41184121291560494, 0.40909675718079924, 0.4675109871341838, 0.4636810600096964
0.335068909102309, 0.3952179736828027, 0.3824694917963502, 0.4566268990911019, 0.44303792668890934
0.3283562655814719, 0.42206356804647277, 0.40084060181393427, 0.4599130409207336, 0.4360666397823816
0.315524007762109, 0.4127136406720568, 0.4271686329947917, 0.4489598992799547, 0.46542670192998487
0.3258177335267085, 0.376485670581357, 0.3944774996654522, 0.45360572964995594, 0.4560946654354519
0.3019620746843186, 0.41895225409101255, 0.39213243642471085, 0.47331355338504727, 0.4543197685268434
0.283155542024355, 0.40545932104666893, 0.4057545251284211, 0.4208997487683589, 0.46668746628759944
0.30376009882177546, 0.3613515858933811, 0.3754811328907513, 0.4672560239134475, 0.5003007536503021
0.32312219803796627, 0.39901148212173543, 0.4181720888744868, 0.43122315271769396, 0.5019002585779663
0.31853001944265463, 0.39340842518747426, 0.4216970939229158, 0.46447300634336147, 0.4798791952659776
0.31832873242668297, 0.41076715442933376, 0.3846946802822318, 0.45673088604378803, 0.4335026260099139
0.30743461633016583, 0.40480044647155905, 0.40428247815961976, 0.4683899504242101, 0.4674144220595999
0.3168825252804574, 0.4026008848925228, 0.3633001305409665, 0.44918315581435514, 0.4667233789269875
0.3423110149283985, 0.4132814205463283, 0.43355389778497805, 0.48084542971948735, 0.4822479993274707
