Gram-Schmidt, Title+Average, Title+Or, Title+Min, Title+HMean
0.5313714477283563, 0.6264037485728777, 0.651601382267184, 0.6816925231249256, 0.6933830489715875
0.558953050098971, 0.6581925450155455, 0.642056320530768, 0.6567155707234738, 0.6750899113623136
0.5524480214633327, 0.638424605351401, 0.6469878072005147, 0.6720984958192451, 0.7010996364048243
0.5517359501736832, 0.6559014875759313, 0.6498511260941942, 0.6814846004760027, 0.6993504604088664
0.5463506264255091, 0.6443392928683488, 0.6399384133309575, 0.6900306479081153, 0.6980330283196101
0.5639687511611122, 0.6323708178620914, 0.6358259087421099, 0.6681706755423164, 0.6767931923753175
0.5562372425946658, 0.6530861082414617, 0.6323627080987694, 0.6862968458933753, 0.6867278906889591
0.5612402325858298, 0.6315636727808803, 0.6291913534308162, 0.6732773059167794, 0.6978493365901139
0.5629284438228677, 0.6446184873092954, 0.6336959999510551, 0.6819427688361018, 0.6853442746971083
0.5773109754341808, 0.6323034534196664, 0.6124743313361376, 0.6746540030255471, 0.6670115444540454
0.5734063510852925, 0.6490820146527154, 0.6348071976851742, 0.6781796844543913, 0.6582473143617934
0.5705721470937695, 0.6422225507646431, 0.6583345272717778, 0.6723371094509254, 0.6822365537888258
0.5636504139931581, 0.618820504930302, 0.6359123189089481, 0.674217900486306, 0.6693751872306898
0.5515856078025153, 0.6458920481910019, 0.6279557397815944, 0.6858894250042505, 0.6729299104825095
0.5354935835304243, 0.6383983227478602, 0.6402014337771262, 0.650014722429884, 0.6813961618940733
0.5592453202528114, 0.6063573250552959, 0.6185380572572062, 0.6860947689793294, 0.7113424989357436
0.5724560180345126, 0.6261827947758898, 0.6429927168142643, 0.661451221346471, 0.7087734923818341
0.562389315188147, 0.6216918976188138, 0.6483769747599587, 0.6877648457531826, 0.6916185972389701
0.5661759342525402, 0.642747454832366, 0.6177654636750621, 0.6804592286410049, 0.6616318643310976
0.5528902863888131, 0.634699798073311, 0.6342334369626226, 0.6837234312790859, 0.6853559597601745
0.5605085902595386, 0.6424369819019603, 0.6056443044076263, 0.6731433577750014, 0.6884556983778558
0.579849615260556, 0.6403640950574188, 0.6618432525618768, 0.6884822178740058, 0.6946498003386714
0.5696896499338187, 0.6325542752224276, 0.6502752092829751, 0.6742045501596755, 0.6743193505966696
0.5684650286013238, 0.6643079917928089, 0.6495391958238951, 0.6831856674759025, 0.6879668383918407
0.5584618408215497, 0.625243292680065, 0.6255692570161784, 0.6942646008666696, 0.6756331269940106
0.5655715089379508, 0.6430134672218681, 0.6450478174521282, 0.6758097739913355, 0.6865210669063821
0.560701906764386, 0.6493122793442452, 0.6337106273949089, 0.6768323832811397, 0.6994083078345336
0.5547229549394906, 0.6265964396490601, 0.6304648935765741, 0.6789278562524974, 0.7001165175837445
0.5597141454345832, 0.6509198153763507, 0.6285617951915873, 0.6737262527165984, 0.6703443307378741
0.5780553058957141, 0.6315944824210279, 0.6388592895577162, 0.675748655355566, 0.6797678382964372
0.546682574010291, 0.6285542834965739, 0.6383071160640438, 0.7048025819061072, 0.6899759609816637
0.580718970858471, 0.6213296881434471, 0.6428052850599333, 0.687915718292688, 0.6668563664164091
0.5889887959105534, 0.652953588752202, 0.6508106653319742, 0.6802114102441573, 0.6803103745688333
0.5560143607651299, 0.6226650150876989, 0.6424871294278426, 0.6775537888352445, 0.6886292070017461
0.554237776641403, 0.6401871197800545, 0.6294776098431594, 0.6787807560365463, 0.6974675104437131
0.5835735902539259, 0.645150984667046, 0.6347839057443526, 0.6726689050924246, 0.6946334918238731
0.5663737001570718, 0.6632988133103046, 0.6379048283360942, 0.6879527227492299, 0.6857594244704273
0.5804226719461428, 0.6357313459830004, 0.6228492649226254, 0.6681679746621365, 0.6794501493742109
0.5851620215281841, 0.6457480271158673, 0.6377838374318892, 0.6706607647205869, 0.6765649111749308
0.5740404169790145, 0.6554967744789949, 0.636176057786617, 0.6968473673851986, 0.6962925612008509
0.5650847642365712, 0.6416314704921735, 0.6336590835016291, 0.6800375607127869, 0.6902974825589241
0.545833976117776, 0.6451824213147059, 0.6366628697288177, 0.6642771869972063, 0.6960650190983496
0.5605555053018402, 0.6404421450369013, 0.6465533038400788, 0.6654794514471588, 0.688541860634135
0.5699392149332106, 0.6202100373306327, 0.6501029321030373, 0.6880500893033203, 0.6652058140315066
0.5755070609318486, 0.6375721162265978, 0.6414691909779986, 0.6880343247805251, 0.6764329199674102
0.552374760934925, 0.6402320918344525, 0.6466340975063456, 0.6786436136238679, 0.6975803407798891
0.5675594412684655, 0.6494880476705268, 0.6485767713989963, 0.6769292078734572, 0.6683317292525163
0.5474850264875941, 0.6215318394429422, 0.6557238307759171, 0.6875487876212502, 0.6786912328936864
0.5784128534657946, 0.6420416210180717, 0.6438723446614791, 0.6743293057491359, 0.6795589096781629
0.5478979277308968, 0.6203621697219738, 0.636855254356449, 0.6769910662761794, 0.6771613931207193
0.5599795685015897, 0.6290841512204082, 0.6349419441057271, 0.6755320430090912, 0.6805874102510228
0.5756038876175157, 0.6458638420339202, 0.632858480902887, 0.6701639169772523, 0.695123901475724
0.5566102488496146, 0.6339059680489785, 0.6432649622677831, 0.6812750733803947, 0.6776917765363529
0.5803238218358753, 0.6243280649027867, 0.6455728017036972, 0.6860185690110366, 0.6721402403968213
0.5730021319384189, 0.6247318201719555, 0.6571752245593372, 0.6903084625720549, 0.6820254075610154
0.550615871474562, 0.6431374133607309, 0.6346339308465793, 0.6751615995075236, 0.6864834163490038
0.5576407186149348, 0.631168727345896, 0.6498164615286939, 0.6712948717574363, 0.6823560080886752
0.5598893098400489, 0.6430944824781407, 0.6547744177303485, 0.6543447588948634, 0.6855842248370682
0.565334009145031, 0.6628344049670938, 0.640580164206993, 0.6841098652942297, 0.689965986599197
0.575334288409771, 0.6571819478350838, 0.6358378187632895, 0.6664313938596931, 0.6972296119118048
0.5727528395695594, 0.6317378284451424, 0.6476569968970929, 0.6655461028128107, 0.6982841236285426
0.556750226933935, 0.6340318685647842, 0.6401771715963641, 0.6781371421190715, 0.6916514449548038
0.5770776389842035, 0.6216124380457201, 0.6416496660062506, 0.6724580045507242, 0.6872028163132734
0.562344488988848, 0.6369829873812004, 0.6283775446796076, 0.7101824418322511, 0.6912517879327573
0.5643999567806788, 0.6690783584508883, 0.6369656425726045, 0.671364291617732, 0.6964499598724604
0.5701465335757289, 0.6217258403077766, 0.6190154133915219, 0.6819666257084684, 0.7056890958271989
0.5468156074929864, 0.6455261677329872, 0.6470126592410933, 0.6899603118572603, 0.683159819143222
0.5517533634745698, 0.6328308034753228, 0.6452513852398377, 0.6846817338355717, 0.6812516430492296
0.5684700451298895, 0.6478322507930079, 0.6209824654802863, 0.6795198696756823, 0.6793855788367029
