,Confidence,Effective Proportion,Average Accuracy,$\Delta$ Accuracy,Test Needed
159,0.95,$\rho=0.75$,50.0,9.700000000000001,52
160,0.95,$\rho=0.75$,80.0,3.8799999999999994,199
161,0.95,$\rho=0.75$,50.0,9.8,54
162,0.95,$\rho=0.75$,80.0,3.919999999999999,197
163,0.95,$\rho=0.75$,50.0,9.9,51
164,0.95,$\rho=0.75$,80.0,3.959999999999999,198
165,0.95,$\rho=0.75$,50.0,10.0,52
166,0.95,$\rho=0.75$,80.0,3.9999999999999996,192
167,0.95,$\rho=0.75$,50.0,10.100000000000001,49
168,0.95,$\rho=0.75$,80.0,4.039999999999999,187
169,0.95,$\rho=0.75$,50.0,10.200000000000001,49
170,0.95,$\rho=0.75$,80.0,4.079999999999999,188
171,0.95,$\rho=0.75$,50.0,10.3,48
172,0.95,$\rho=0.75$,80.0,4.119999999999999,190
173,0.95,$\rho=0.75$,50.0,10.4,48
174,0.95,$\rho=0.75$,80.0,4.159999999999999,185
175,0.95,$\rho=0.75$,50.0,10.5,47
176,0.95,$\rho=0.75$,80.0,4.199999999999999,177
177,0.95,$\rho=0.75$,50.0,10.6,48
178,0.95,$\rho=0.75$,80.0,4.239999999999999,171
179,0.95,$\rho=0.75$,50.0,10.7,44
180,0.95,$\rho=0.75$,80.0,4.279999999999999,168
181,0.95,$\rho=0.75$,50.0,10.8,43
182,0.95,$\rho=0.75$,80.0,4.3199999999999985,172
183,0.95,$\rho=0.75$,50.0,10.9,42
184,0.95,$\rho=0.75$,80.0,4.359999999999999,172
185,0.95,$\rho=0.75$,50.0,11.0,44
186,0.95,$\rho=0.75$,80.0,4.3999999999999995,167
187,0.95,$\rho=0.75$,50.0,11.1,40
188,0.95,$\rho=0.75$,80.0,4.439999999999999,156
189,0.95,$\rho=0.75$,50.0,11.200000000000001,41
190,0.95,$\rho=0.75$,80.0,4.4799999999999995,160
191,0.95,$\rho=0.75$,50.0,11.3,38
192,0.95,$\rho=0.75$,80.0,4.519999999999999,154
193,0.95,$\rho=0.75$,50.0,11.4,40
194,0.95,$\rho=0.75$,80.0,4.559999999999999,160
195,0.95,$\rho=0.75$,50.0,11.5,40
196,0.95,$\rho=0.75$,80.0,4.6,148
197,0.95,$\rho=0.75$,50.0,11.600000000000001,37
198,0.95,$\rho=0.75$,80.0,4.639999999999999,149
199,0.95,$\rho=0.75$,50.0,11.700000000000001,39
200,0.95,$\rho=0.75$,80.0,4.679999999999999,149
201,0.95,$\rho=0.75$,50.0,11.8,36
202,0.95,$\rho=0.75$,80.0,4.719999999999999,138
203,0.95,$\rho=0.75$,50.0,11.9,37
204,0.95,$\rho=0.75$,80.0,4.759999999999999,137
205,0.95,$\rho=0.75$,50.0,12.0,35
206,0.95,$\rho=0.75$,80.0,4.799999999999999,137
207,0.95,$\rho=0.75$,50.0,12.1,35
208,0.95,$\rho=0.75$,80.0,4.839999999999999,132
209,0.95,$\rho=0.75$,50.0,12.2,33
210,0.95,$\rho=0.75$,80.0,4.879999999999999,136
211,0.95,$\rho=0.75$,50.0,12.3,34
212,0.95,$\rho=0.75$,80.0,4.919999999999999,126
213,0.95,$\rho=0.75$,50.0,12.4,34
214,0.95,$\rho=0.75$,80.0,4.959999999999999,122
215,0.95,$\rho=0.75$,50.0,12.5,34
216,0.95,$\rho=0.75$,80.0,4.999999999999999,126
217,0.95,$\rho=0.75$,50.0,12.6,32
218,0.95,$\rho=0.75$,80.0,5.039999999999998,125
219,0.95,$\rho=0.75$,50.0,12.7,31
220,0.95,$\rho=0.75$,80.0,5.079999999999999,121
221,0.95,$\rho=0.75$,50.0,12.8,32
222,0.95,$\rho=0.75$,80.0,5.119999999999999,119
223,0.95,$\rho=0.75$,50.0,12.9,31
224,0.95,$\rho=0.75$,80.0,5.159999999999998,123
225,0.95,$\rho=0.75$,50.0,13.0,32
226,0.95,$\rho=0.75$,80.0,5.199999999999999,114
227,0.95,$\rho=0.75$,50.0,13.100000000000001,29
228,0.95,$\rho=0.75$,80.0,5.239999999999998,120
229,0.95,$\rho=0.75$,50.0,13.200000000000001,29
230,0.95,$\rho=0.75$,80.0,5.2799999999999985,113
231,0.95,$\rho=0.75$,50.0,13.3,29
232,0.95,$\rho=0.75$,80.0,5.319999999999999,111
233,0.95,$\rho=0.75$,50.0,13.4,28
234,0.95,$\rho=0.75$,80.0,5.3599999999999985,110
235,0.95,$\rho=0.75$,50.0,13.5,28
236,0.95,$\rho=0.75$,80.0,5.399999999999999,111
237,0.95,$\rho=0.75$,50.0,13.600000000000001,28
238,0.95,$\rho=0.75$,80.0,5.439999999999999,111
239,0.95,$\rho=0.75$,50.0,13.700000000000001,26
240,0.95,$\rho=0.75$,80.0,5.479999999999999,106
241,0.95,$\rho=0.75$,50.0,13.8,29
242,0.95,$\rho=0.75$,80.0,5.519999999999999,111
243,0.95,$\rho=0.75$,50.0,13.900000000000002,27
244,0.95,$\rho=0.75$,80.0,5.559999999999999,99
245,0.95,$\rho=0.75$,50.0,14.000000000000002,26
246,0.95,$\rho=0.75$,80.0,5.599999999999999,99
247,0.95,$\rho=0.75$,50.0,14.100000000000001,26
248,0.95,$\rho=0.75$,80.0,5.639999999999999,102
249,0.95,$\rho=0.75$,50.0,14.200000000000001,26
250,0.95,$\rho=0.75$,80.0,5.679999999999999,102
251,0.95,$\rho=0.75$,50.0,14.3,25
252,0.95,$\rho=0.75$,80.0,5.719999999999999,99
253,0.95,$\rho=0.75$,50.0,14.400000000000002,25
254,0.95,$\rho=0.75$,80.0,5.759999999999998,96
255,0.95,$\rho=0.75$,50.0,14.499999999999998,24
256,0.95,$\rho=0.75$,80.0,5.799999999999999,93
257,0.95,$\rho=0.75$,50.0,14.6,25
258,0.95,$\rho=0.75$,80.0,5.839999999999999,92
259,0.95,$\rho=0.75$,50.0,14.7,24
260,0.95,$\rho=0.75$,80.0,5.879999999999998,95
261,0.95,$\rho=0.75$,50.0,14.799999999999999,24
262,0.95,$\rho=0.75$,80.0,5.919999999999999,92
263,0.95,$\rho=0.75$,50.0,14.899999999999999,24
264,0.95,$\rho=0.75$,80.0,5.959999999999999,90
265,0.95,$\rho=0.75$,50.0,15.0,24
266,0.95,$\rho=0.75$,80.0,5.999999999999998,92
267,0.95,$\rho=0.75$,50.0,15.1,25
268,0.95,$\rho=0.75$,80.0,6.039999999999999,83
269,0.95,$\rho=0.75$,50.0,15.2,23
270,0.95,$\rho=0.75$,80.0,6.079999999999998,86
271,0.95,$\rho=0.75$,50.0,15.299999999999999,23
272,0.95,$\rho=0.75$,80.0,6.119999999999998,89
273,0.95,$\rho=0.75$,50.0,15.4,23
274,0.95,$\rho=0.75$,80.0,6.159999999999998,84
275,0.95,$\rho=0.75$,50.0,15.5,23
276,0.95,$\rho=0.75$,80.0,6.199999999999998,83
277,0.95,$\rho=0.75$,50.0,15.6,23
278,0.95,$\rho=0.75$,80.0,6.239999999999998,86
279,0.95,$\rho=0.75$,50.0,15.7,21
280,0.95,$\rho=0.75$,80.0,6.2799999999999985,82
281,0.95,$\rho=0.75$,50.0,15.8,20
282,0.95,$\rho=0.75$,80.0,6.319999999999999,81
283,0.95,$\rho=0.75$,50.0,15.9,22
284,0.95,$\rho=0.75$,80.0,6.359999999999999,81
285,0.95,$\rho=0.75$,50.0,16.0,21
286,0.95,$\rho=0.75$,80.0,6.399999999999999,76
287,0.95,$\rho=0.75$,50.0,16.1,20
288,0.95,$\rho=0.75$,80.0,6.439999999999999,73
289,0.95,$\rho=0.75$,50.0,16.2,20
290,0.95,$\rho=0.75$,80.0,6.479999999999999,74
291,0.95,$\rho=0.75$,50.0,16.3,20
292,0.95,$\rho=0.75$,80.0,6.519999999999998,78
293,0.95,$\rho=0.75$,50.0,16.400000000000002,20
294,0.95,$\rho=0.75$,80.0,6.559999999999999,75
295,0.95,$\rho=0.75$,50.0,16.5,20
296,0.95,$\rho=0.75$,80.0,6.599999999999999,74
297,0.95,$\rho=0.75$,50.0,16.6,20
298,0.95,$\rho=0.75$,80.0,6.639999999999999,71
299,0.95,$\rho=0.75$,50.0,16.7,20
300,0.95,$\rho=0.75$,80.0,6.679999999999999,73
301,0.95,$\rho=0.75$,50.0,16.8,18
302,0.95,$\rho=0.75$,80.0,6.719999999999998,70
303,0.95,$\rho=0.75$,50.0,16.900000000000002,18
304,0.95,$\rho=0.75$,80.0,6.759999999999998,70
305,0.95,$\rho=0.75$,50.0,17.0,18
306,0.95,$\rho=0.75$,80.0,6.799999999999999,70
307,0.95,$\rho=0.75$,50.0,17.1,18
308,0.95,$\rho=0.75$,80.0,6.839999999999999,68
309,0.95,$\rho=0.75$,50.0,17.200000000000003,18
310,0.95,$\rho=0.75$,80.0,6.879999999999999,71
311,0.95,$\rho=0.75$,50.0,17.3,17
312,0.95,$\rho=0.75$,80.0,6.919999999999998,69
313,0.95,$\rho=0.75$,50.0,17.400000000000002,17
314,0.95,$\rho=0.75$,80.0,6.959999999999998,68
315,0.95,$\rho=0.75$,80.0,6.999999999999998,66
316,0.95,$\rho=0.75$,80.0,7.039999999999999,65
317,0.95,$\rho=0.75$,80.0,7.079999999999999,65
318,0.95,$\rho=0.75$,80.0,7.119999999999998,64
319,0.95,$\rho=0.75$,80.0,7.159999999999998,63
320,0.95,$\rho=0.75$,80.0,7.199999999999998,64
321,0.95,$\rho=0.75$,80.0,7.2399999999999975,62
322,0.95,$\rho=0.75$,80.0,7.279999999999999,59
323,0.95,$\rho=0.75$,80.0,7.3199999999999985,59
324,0.95,$\rho=0.75$,80.0,7.3599999999999985,58
325,0.95,$\rho=0.75$,80.0,7.399999999999999,59
326,0.95,$\rho=0.75$,80.0,7.439999999999998,58
327,0.95,$\rho=0.75$,80.0,7.479999999999998,59
328,0.95,$\rho=0.75$,80.0,7.519999999999999,58
329,0.95,$\rho=0.75$,80.0,7.559999999999999,55
330,0.95,$\rho=0.75$,80.0,7.599999999999999,55
331,0.95,$\rho=0.75$,80.0,7.639999999999998,56
332,0.95,$\rho=0.75$,80.0,7.679999999999998,55
333,0.95,$\rho=0.75$,80.0,7.719999999999998,56
334,0.95,$\rho=0.75$,80.0,7.759999999999999,56
335,0.95,$\rho=0.75$,80.0,7.799999999999999,56
336,0.95,$\rho=0.75$,80.0,7.839999999999998,53
337,0.95,$\rho=0.75$,80.0,7.879999999999998,52
338,0.95,$\rho=0.75$,80.0,7.919999999999998,54
339,0.95,$\rho=0.75$,80.0,7.959999999999997,52
340,0.95,$\rho=0.75$,80.0,7.999999999999999,50
341,0.95,$\rho=0.75$,80.0,8.04,50
342,0.95,$\rho=0.75$,80.0,8.079999999999998,50
343,0.95,$\rho=0.75$,80.0,8.119999999999997,48
344,0.95,$\rho=0.75$,80.0,8.159999999999998,49
345,0.95,$\rho=0.75$,80.0,8.199999999999998,50
346,0.95,$\rho=0.75$,80.0,8.239999999999998,48
347,0.95,$\rho=0.75$,80.0,8.279999999999998,48
348,0.95,$\rho=0.75$,80.0,8.319999999999999,48
349,0.95,$\rho=0.75$,80.0,8.359999999999998,49
350,0.95,$\rho=0.75$,80.0,8.399999999999999,46
351,0.95,$\rho=0.75$,80.0,8.439999999999998,47
352,0.95,$\rho=0.75$,80.0,8.479999999999999,47
353,0.95,$\rho=0.75$,80.0,8.519999999999998,46
354,0.95,$\rho=0.75$,80.0,8.559999999999999,45
355,0.95,$\rho=0.75$,80.0,8.599999999999998,44
356,0.95,$\rho=0.75$,80.0,8.639999999999997,45
357,0.95,$\rho=0.75$,80.0,8.679999999999998,44
358,0.95,$\rho=0.75$,80.0,8.719999999999999,45
359,0.95,$\rho=0.75$,80.0,8.759999999999998,42
360,0.95,$\rho=0.75$,80.0,8.799999999999999,43
361,0.95,$\rho=0.75$,80.0,8.839999999999998,41
362,0.95,$\rho=0.75$,80.0,8.879999999999997,43
363,0.95,$\rho=0.75$,80.0,8.919999999999998,41
364,0.95,$\rho=0.75$,80.0,8.959999999999999,42
365,0.95,$\rho=0.75$,80.0,8.999999999999998,40
366,0.95,$\rho=0.75$,80.0,9.039999999999997,41
367,0.95,$\rho=0.75$,80.0,9.079999999999998,39
368,0.95,$\rho=0.75$,80.0,9.119999999999997,41
369,0.95,$\rho=0.75$,80.0,9.159999999999997,39
370,0.95,$\rho=0.75$,80.0,9.2,39
371,0.95,$\rho=0.75$,80.0,9.239999999999998,39
372,0.95,$\rho=0.75$,80.0,9.279999999999998,40
373,0.95,$\rho=0.75$,80.0,9.319999999999999,37
374,0.95,$\rho=0.75$,80.0,9.359999999999998,37
375,0.95,$\rho=0.75$,80.0,9.399999999999997,37
376,0.95,$\rho=0.75$,80.0,9.439999999999998,36
377,0.95,$\rho=0.75$,80.0,9.479999999999999,36
378,0.95,$\rho=0.75$,80.0,9.519999999999998,36
379,0.95,$\rho=0.75$,80.0,9.559999999999997,37
380,0.95,$\rho=0.75$,80.0,9.599999999999998,36
381,0.95,$\rho=0.75$,80.0,9.639999999999997,36
382,0.95,$\rho=0.75$,80.0,9.679999999999998,34
383,0.95,$\rho=0.75$,80.0,9.719999999999999,35
384,0.95,$\rho=0.75$,80.0,9.759999999999998,34
385,0.95,$\rho=0.75$,80.0,9.799999999999997,35
386,0.95,$\rho=0.75$,80.0,9.839999999999998,33
387,0.95,$\rho=0.75$,80.0,9.879999999999997,34
388,0.95,$\rho=0.75$,80.0,9.919999999999998,34
389,0.95,$\rho=0.75$,80.0,9.959999999999997,33
390,0.95,$\rho=0.75$,80.0,9.999999999999998,33
391,0.95,$\rho=0.75$,80.0,10.039999999999997,33
392,0.95,$\rho=0.75$,80.0,10.079999999999997,32
393,0.95,$\rho=0.75$,80.0,10.119999999999997,33
394,0.95,$\rho=0.75$,80.0,10.159999999999998,32
395,0.95,$\rho=0.75$,80.0,10.199999999999998,32
396,0.95,$\rho=0.75$,80.0,10.239999999999998,32
397,0.95,$\rho=0.75$,80.0,10.279999999999998,32
398,0.95,$\rho=0.75$,80.0,10.319999999999997,32
399,0.95,$\rho=0.75$,80.0,10.359999999999998,31
400,0.95,$\rho=0.75$,80.0,10.399999999999999,32
401,0.95,$\rho=0.75$,80.0,10.439999999999998,31
402,0.95,$\rho=0.75$,80.0,10.479999999999997,32
403,0.95,$\rho=0.75$,80.0,10.519999999999998,32
404,0.95,$\rho=0.75$,80.0,10.559999999999997,30
405,0.95,$\rho=0.75$,80.0,10.599999999999998,29
406,0.95,$\rho=0.75$,80.0,10.639999999999999,29
407,0.95,$\rho=0.75$,80.0,10.679999999999998,28
408,0.95,$\rho=0.75$,80.0,10.719999999999997,28
409,0.95,$\rho=0.75$,80.0,10.759999999999998,29
410,0.95,$\rho=0.75$,80.0,10.799999999999997,29
411,0.95,$\rho=0.75$,80.0,10.839999999999998,28
412,0.95,$\rho=0.75$,80.0,10.879999999999997,29
413,0.95,$\rho=0.75$,80.0,10.919999999999998,28
414,0.95,$\rho=0.75$,80.0,10.959999999999997,29
415,0.95,$\rho=0.75$,80.0,10.999999999999996,28
416,0.95,$\rho=0.75$,80.0,11.039999999999997,26
417,0.95,$\rho=0.75$,80.0,11.079999999999998,26
418,0.95,$\rho=0.75$,80.0,11.119999999999997,26
419,0.95,$\rho=0.75$,80.0,11.159999999999998,26
420,0.95,$\rho=0.75$,80.0,11.199999999999998,26
421,0.95,$\rho=0.75$,80.0,11.239999999999997,27
422,0.95,$\rho=0.75$,80.0,11.279999999999998,26
423,0.95,$\rho=0.75$,80.0,11.319999999999999,27
424,0.95,$\rho=0.75$,80.0,11.359999999999998,25
425,0.95,$\rho=0.75$,80.0,11.399999999999997,26
426,0.95,$\rho=0.75$,80.0,11.439999999999998,25
427,0.95,$\rho=0.75$,80.0,11.479999999999997,25
428,0.95,$\rho=0.75$,80.0,11.519999999999996,26
429,0.95,$\rho=0.75$,80.0,11.559999999999999,25
430,0.95,$\rho=0.75$,80.0,11.599999999999998,25
431,0.95,$\rho=0.75$,80.0,11.639999999999997,24
432,0.95,$\rho=0.75$,80.0,11.679999999999998,24
433,0.95,$\rho=0.75$,80.0,11.719999999999997,24
434,0.95,$\rho=0.75$,80.0,11.759999999999996,24
435,0.95,$\rho=0.75$,80.0,11.799999999999997,24
436,0.95,$\rho=0.75$,80.0,11.839999999999998,24
437,0.95,$\rho=0.75$,80.0,11.879999999999997,24
438,0.95,$\rho=0.75$,80.0,11.919999999999998,24
439,0.95,$\rho=0.75$,80.0,11.959999999999997,24
440,0.95,$\rho=0.75$,80.0,11.999999999999996,24
441,0.95,$\rho=0.75$,80.0,12.039999999999997,23
442,0.95,$\rho=0.75$,80.0,12.079999999999998,23
443,0.95,$\rho=0.75$,80.0,12.119999999999997,23
444,0.95,$\rho=0.75$,80.0,12.159999999999997,23
445,0.95,$\rho=0.75$,80.0,12.199999999999998,23
446,0.95,$\rho=0.75$,80.0,12.239999999999997,23
447,0.95,$\rho=0.75$,80.0,12.279999999999998,23
448,0.95,$\rho=0.75$,80.0,12.319999999999997,23
449,0.95,$\rho=0.75$,80.0,12.359999999999998,22
450,0.95,$\rho=0.75$,80.0,12.399999999999997,23
451,0.95,$\rho=0.75$,80.0,12.439999999999998,21
452,0.95,$\rho=0.75$,80.0,12.479999999999997,23
453,0.95,$\rho=0.75$,80.0,12.519999999999998,21
454,0.95,$\rho=0.75$,80.0,12.559999999999997,21
455,0.95,$\rho=0.75$,80.0,12.599999999999998,21
456,0.95,$\rho=0.75$,80.0,12.639999999999999,21
457,0.95,$\rho=0.75$,80.0,12.679999999999996,21
458,0.95,$\rho=0.75$,80.0,12.719999999999999,21
459,0.95,$\rho=0.75$,80.0,12.759999999999996,21
460,0.95,$\rho=0.75$,80.0,12.799999999999997,20
461,0.95,$\rho=0.75$,80.0,12.839999999999996,21
462,0.95,$\rho=0.75$,80.0,12.879999999999997,21
463,0.95,$\rho=0.75$,80.0,12.919999999999998,21
464,0.95,$\rho=0.75$,80.0,12.959999999999997,20
465,0.95,$\rho=0.75$,80.0,12.999999999999998,20
466,0.95,$\rho=0.75$,80.0,13.039999999999996,20
467,0.95,$\rho=0.75$,80.0,13.079999999999997,19
468,0.95,$\rho=0.75$,80.0,13.119999999999997,19
469,0.95,$\rho=0.75$,80.0,13.159999999999997,19
470,0.95,$\rho=0.75$,80.0,13.199999999999998,20
471,0.95,$\rho=0.75$,80.0,13.239999999999997,20
472,0.95,$\rho=0.75$,80.0,13.279999999999998,19
473,0.95,$\rho=0.75$,80.0,13.319999999999995,19
474,0.95,$\rho=0.75$,80.0,13.359999999999998,19
