,Confidence,Effective Proportion,Average Accuracy,$\Delta$ Accuracy,Test Needed
41,0.95,$\rho=0.10$,75.0,1.7500000000000002,8519
42,0.95,$\rho=0.10$,50.0,3.6000000000000005,2737
43,0.95,$\rho=0.10$,75.0,1.8000000000000003,7802
44,0.95,$\rho=0.10$,50.0,3.6999999999999997,2649
45,0.95,$\rho=0.10$,75.0,1.8499999999999999,7910
46,0.95,$\rho=0.10$,50.0,3.8,2506
47,0.95,$\rho=0.10$,75.0,1.9,7126
48,0.95,$\rho=0.10$,50.0,3.9,2380
49,0.95,$\rho=0.10$,75.0,1.95,6591
50,0.95,$\rho=0.10$,50.0,4.0,2273
51,0.95,$\rho=0.10$,75.0,2.0,6674
52,0.95,$\rho=0.10$,50.0,4.1000000000000005,2083
53,0.95,$\rho=0.10$,75.0,2.0500000000000003,6280
54,0.95,$\rho=0.10$,50.0,4.2,1953
55,0.95,$\rho=0.10$,75.0,2.1,5858
56,0.95,$\rho=0.10$,50.0,4.300000000000001,1854
57,0.95,$\rho=0.10$,75.0,2.1500000000000004,5864
58,0.95,$\rho=0.10$,50.0,4.3999999999999995,1883
59,0.95,$\rho=0.10$,75.0,2.1999999999999997,5511
60,0.95,$\rho=0.10$,50.0,4.5,1798
61,0.95,$\rho=0.10$,75.0,2.25,5259
62,0.95,$\rho=0.10$,50.0,4.6,1676
63,0.95,$\rho=0.10$,75.0,2.3,4683
64,0.95,$\rho=0.10$,50.0,4.7,1609
65,0.95,$\rho=0.10$,75.0,2.35,4840
66,0.95,$\rho=0.10$,50.0,4.8,1514
67,0.95,$\rho=0.10$,75.0,2.4,4743
68,0.95,$\rho=0.10$,50.0,4.9,1483
69,0.95,$\rho=0.10$,75.0,2.45,4427
70,0.95,$\rho=0.10$,50.0,5.0,1438
71,0.95,$\rho=0.10$,75.0,2.5,4170
72,0.95,$\rho=0.10$,90.0,0.9999999999999999,12793
73,0.95,$\rho=0.10$,50.0,5.1000000000000005,1374
74,0.95,$\rho=0.10$,75.0,2.5500000000000003,4200
75,0.95,$\rho=0.10$,90.0,1.0199999999999998,12143
76,0.95,$\rho=0.10$,50.0,5.2,1374
77,0.95,$\rho=0.10$,75.0,2.6,3875
78,0.95,$\rho=0.10$,90.0,1.0399999999999998,11429
79,0.95,$\rho=0.10$,50.0,5.3,1269
80,0.95,$\rho=0.10$,75.0,2.65,3920
81,0.95,$\rho=0.10$,90.0,1.0599999999999998,11187
82,0.95,$\rho=0.10$,50.0,5.4,1236
83,0.95,$\rho=0.10$,75.0,2.7,3821
84,0.95,$\rho=0.10$,90.0,1.0799999999999996,11359
85,0.95,$\rho=0.10$,50.0,5.5,1189
86,0.95,$\rho=0.10$,75.0,2.75,3570
87,0.95,$\rho=0.10$,90.0,1.0999999999999999,10316
88,0.95,$\rho=0.10$,50.0,5.6000000000000005,1179
89,0.95,$\rho=0.10$,75.0,2.8000000000000003,3445
90,0.95,$\rho=0.10$,90.0,1.1199999999999999,10138
91,0.95,$\rho=0.10$,50.0,5.7,1074
92,0.95,$\rho=0.10$,75.0,2.85,3200
93,0.95,$\rho=0.10$,90.0,1.1399999999999997,9375
94,0.95,$\rho=0.10$,50.0,5.800000000000001,1067
95,0.95,$\rho=0.10$,75.0,2.9000000000000004,3223
96,0.95,$\rho=0.10$,90.0,1.1599999999999997,9577
97,0.95,$\rho=0.10$,50.0,5.9,1025
98,0.95,$\rho=0.10$,75.0,2.95,3126
99,0.95,$\rho=0.10$,90.0,1.1799999999999997,9388
100,0.95,$\rho=0.10$,50.0,6.0,1015
101,0.95,$\rho=0.10$,75.0,3.0,2960
102,0.95,$\rho=0.10$,90.0,1.1999999999999997,8839
103,0.95,$\rho=0.10$,50.0,6.1,958
104,0.95,$\rho=0.10$,75.0,3.05,3077
105,0.95,$\rho=0.10$,90.0,1.2199999999999998,8382
106,0.95,$\rho=0.10$,50.0,6.2,909
107,0.95,$\rho=0.10$,75.0,3.1,2636
108,0.95,$\rho=0.10$,90.0,1.2399999999999998,8373
109,0.95,$\rho=0.10$,50.0,6.3,900
110,0.95,$\rho=0.10$,75.0,3.15,2657
111,0.95,$\rho=0.10$,90.0,1.2599999999999996,7961
112,0.95,$\rho=0.10$,50.0,6.4,874
113,0.95,$\rho=0.10$,75.0,3.2,2537
114,0.95,$\rho=0.10$,90.0,1.2799999999999998,7853
115,0.95,$\rho=0.10$,50.0,6.5,858
116,0.95,$\rho=0.10$,75.0,3.25,2558
117,0.95,$\rho=0.10$,90.0,1.2999999999999998,7400
118,0.95,$\rho=0.10$,50.0,6.6000000000000005,818
119,0.95,$\rho=0.10$,75.0,3.3000000000000003,2392
120,0.95,$\rho=0.10$,90.0,1.3199999999999996,7418
121,0.95,$\rho=0.10$,50.0,6.7,810
122,0.95,$\rho=0.10$,75.0,3.35,2447
123,0.95,$\rho=0.10$,90.0,1.3399999999999996,7065
124,0.95,$\rho=0.10$,50.0,6.800000000000001,792
125,0.95,$\rho=0.10$,75.0,3.4000000000000004,2221
126,0.95,$\rho=0.10$,90.0,1.3599999999999997,6818
127,0.95,$\rho=0.10$,50.0,6.9,763
128,0.95,$\rho=0.10$,75.0,3.45,2206
129,0.95,$\rho=0.10$,90.0,1.3799999999999997,6675
130,0.95,$\rho=0.10$,50.0,7.000000000000001,754
131,0.95,$\rho=0.10$,75.0,3.5000000000000004,2141
132,0.95,$\rho=0.10$,90.0,1.3999999999999997,6250
133,0.95,$\rho=0.10$,50.0,7.1000000000000005,726
134,0.95,$\rho=0.10$,75.0,3.5500000000000003,2129
135,0.95,$\rho=0.10$,90.0,1.4199999999999997,6286
136,0.95,$\rho=0.10$,50.0,7.200000000000001,712
137,0.95,$\rho=0.10$,75.0,3.6000000000000005,2064
138,0.95,$\rho=0.10$,90.0,1.4399999999999995,6147
139,0.95,$\rho=0.10$,50.0,7.3,678
140,0.95,$\rho=0.10$,75.0,3.65,1993
141,0.95,$\rho=0.10$,90.0,1.4599999999999997,5937
142,0.95,$\rho=0.10$,50.0,7.3999999999999995,662
143,0.95,$\rho=0.10$,75.0,3.6999999999999997,1926
144,0.95,$\rho=0.10$,90.0,1.4799999999999998,5929
145,0.95,$\rho=0.10$,50.0,7.5,647
146,0.95,$\rho=0.10$,75.0,3.75,1930
147,0.95,$\rho=0.10$,90.0,1.4999999999999996,5639
148,0.95,$\rho=0.10$,50.0,7.6,639
149,0.95,$\rho=0.10$,75.0,3.8,1758
150,0.95,$\rho=0.10$,90.0,1.5199999999999996,5615
151,0.95,$\rho=0.10$,50.0,7.7,660
152,0.95,$\rho=0.10$,75.0,3.85,1832
153,0.95,$\rho=0.10$,90.0,1.5399999999999996,5271
154,0.95,$\rho=0.10$,50.0,7.8,620
155,0.95,$\rho=0.10$,75.0,3.9,1886
156,0.95,$\rho=0.10$,90.0,1.5599999999999996,5337
157,0.95,$\rho=0.10$,50.0,7.9,605
158,0.95,$\rho=0.10$,75.0,3.95,1734
159,0.95,$\rho=0.10$,90.0,1.5799999999999998,5175
160,0.95,$\rho=0.10$,50.0,8.0,553
161,0.95,$\rho=0.10$,75.0,4.0,1717
162,0.95,$\rho=0.10$,90.0,1.5999999999999996,5037
163,0.95,$\rho=0.10$,50.0,8.1,574
164,0.95,$\rho=0.10$,75.0,4.05,1632
165,0.95,$\rho=0.10$,90.0,1.6199999999999997,4680
166,0.95,$\rho=0.10$,50.0,8.200000000000001,547
167,0.95,$\rho=0.10$,75.0,4.1000000000000005,1610
168,0.95,$\rho=0.10$,90.0,1.6399999999999997,4913
169,0.95,$\rho=0.10$,50.0,8.3,535
170,0.95,$\rho=0.10$,75.0,4.15,1559
171,0.95,$\rho=0.10$,90.0,1.6599999999999997,4490
172,0.95,$\rho=0.10$,50.0,8.4,534
173,0.95,$\rho=0.10$,75.0,4.2,1487
174,0.95,$\rho=0.10$,90.0,1.6799999999999995,4580
175,0.95,$\rho=0.10$,50.0,8.5,503
176,0.95,$\rho=0.10$,75.0,4.25,1570
177,0.95,$\rho=0.10$,90.0,1.6999999999999997,4439
178,0.95,$\rho=0.10$,50.0,8.600000000000001,505
179,0.95,$\rho=0.10$,75.0,4.300000000000001,1472
180,0.95,$\rho=0.10$,90.0,1.7199999999999998,4447
181,0.95,$\rho=0.10$,50.0,8.700000000000001,493
182,0.95,$\rho=0.10$,75.0,4.3500000000000005,1429
183,0.95,$\rho=0.10$,90.0,1.7399999999999995,4198
184,0.95,$\rho=0.10$,50.0,8.799999999999999,479
185,0.95,$\rho=0.10$,75.0,4.3999999999999995,1404
186,0.95,$\rho=0.10$,90.0,1.7599999999999998,4224
187,0.95,$\rho=0.10$,50.0,8.9,489
188,0.95,$\rho=0.10$,75.0,4.45,1392
189,0.95,$\rho=0.10$,90.0,1.7799999999999996,4130
190,0.95,$\rho=0.10$,50.0,9.0,457
191,0.95,$\rho=0.10$,75.0,4.5,1335
192,0.95,$\rho=0.10$,90.0,1.7999999999999996,4108
193,0.95,$\rho=0.10$,50.0,9.1,439
194,0.95,$\rho=0.10$,75.0,4.55,1328
195,0.95,$\rho=0.10$,90.0,1.8199999999999998,4004
196,0.95,$\rho=0.10$,50.0,9.2,433
197,0.95,$\rho=0.10$,75.0,4.6,1309
198,0.95,$\rho=0.10$,90.0,1.8399999999999996,3848
199,0.95,$\rho=0.10$,50.0,9.3,446
200,0.95,$\rho=0.10$,75.0,4.65,1252
201,0.95,$\rho=0.10$,90.0,1.8599999999999994,3795
202,0.95,$\rho=0.10$,50.0,9.4,426
203,0.95,$\rho=0.10$,75.0,4.7,1221
204,0.95,$\rho=0.10$,90.0,1.8799999999999997,3735
205,0.95,$\rho=0.10$,50.0,9.5,412
206,0.95,$\rho=0.10$,75.0,4.75,1210
207,0.95,$\rho=0.10$,90.0,1.8999999999999997,3655
208,0.95,$\rho=0.10$,50.0,9.6,403
209,0.95,$\rho=0.10$,75.0,4.8,1188
210,0.95,$\rho=0.10$,90.0,1.9199999999999995,3508
211,0.95,$\rho=0.10$,50.0,9.700000000000001,398
212,0.95,$\rho=0.10$,75.0,4.8500000000000005,1203
213,0.95,$\rho=0.10$,90.0,1.9399999999999997,3368
214,0.95,$\rho=0.10$,50.0,9.8,398
215,0.95,$\rho=0.10$,75.0,4.9,1173
216,0.95,$\rho=0.10$,90.0,1.9599999999999995,3467
217,0.95,$\rho=0.10$,50.0,9.9,366
218,0.95,$\rho=0.10$,75.0,4.95,1104
219,0.95,$\rho=0.10$,90.0,1.9799999999999995,3516
220,0.95,$\rho=0.10$,50.0,10.0,401
221,0.95,$\rho=0.10$,75.0,5.0,1078
222,0.95,$\rho=0.10$,90.0,1.9999999999999998,3285
223,0.95,$\rho=0.10$,50.0,10.100000000000001,367
224,0.95,$\rho=0.10$,75.0,5.050000000000001,1105
225,0.95,$\rho=0.10$,90.0,2.0199999999999996,3121
226,0.95,$\rho=0.10$,50.0,10.200000000000001,362
227,0.95,$\rho=0.10$,75.0,5.1000000000000005,977
228,0.95,$\rho=0.10$,90.0,2.0399999999999996,3135
229,0.95,$\rho=0.10$,50.0,10.3,355
230,0.95,$\rho=0.10$,75.0,5.15,1075
231,0.95,$\rho=0.10$,90.0,2.0599999999999996,3080
232,0.95,$\rho=0.10$,50.0,10.4,367
233,0.95,$\rho=0.10$,75.0,5.2,1041
234,0.95,$\rho=0.10$,90.0,2.0799999999999996,3174
235,0.95,$\rho=0.10$,50.0,10.5,367
236,0.95,$\rho=0.10$,75.0,5.25,973
237,0.95,$\rho=0.10$,90.0,2.0999999999999996,2910
238,0.95,$\rho=0.10$,50.0,10.6,329
239,0.95,$\rho=0.10$,75.0,5.3,952
240,0.95,$\rho=0.10$,90.0,2.1199999999999997,2890
241,0.95,$\rho=0.10$,50.0,10.7,333
242,0.95,$\rho=0.10$,75.0,5.35,982
243,0.95,$\rho=0.10$,90.0,2.1399999999999997,2832
244,0.95,$\rho=0.10$,50.0,10.8,318
245,0.95,$\rho=0.10$,75.0,5.4,956
246,0.95,$\rho=0.10$,90.0,2.1599999999999993,2732
247,0.95,$\rho=0.10$,50.0,10.9,315
248,0.95,$\rho=0.10$,75.0,5.45,917
249,0.95,$\rho=0.10$,90.0,2.1799999999999997,2745
250,0.95,$\rho=0.10$,50.0,11.0,306
251,0.95,$\rho=0.10$,75.0,5.5,877
252,0.95,$\rho=0.10$,90.0,2.1999999999999997,2726
253,0.95,$\rho=0.10$,50.0,11.1,302
254,0.95,$\rho=0.10$,75.0,5.55,898
255,0.95,$\rho=0.10$,90.0,2.2199999999999993,2575
256,0.95,$\rho=0.10$,50.0,11.200000000000001,306
257,0.95,$\rho=0.10$,75.0,5.6000000000000005,872
258,0.95,$\rho=0.10$,90.0,2.2399999999999998,2748
259,0.95,$\rho=0.10$,50.0,11.3,293
260,0.95,$\rho=0.10$,75.0,5.65,864
261,0.95,$\rho=0.10$,90.0,2.2599999999999993,2594
262,0.95,$\rho=0.10$,50.0,11.4,288
263,0.95,$\rho=0.10$,75.0,5.7,882
264,0.95,$\rho=0.10$,90.0,2.2799999999999994,2483
265,0.95,$\rho=0.10$,50.0,11.5,297
266,0.95,$\rho=0.10$,75.0,5.75,880
267,0.95,$\rho=0.10$,90.0,2.3,2436
268,0.95,$\rho=0.10$,50.0,11.600000000000001,268
269,0.95,$\rho=0.10$,75.0,5.800000000000001,823
270,0.95,$\rho=0.10$,90.0,2.3199999999999994,2435
271,0.95,$\rho=0.10$,50.0,11.700000000000001,278
272,0.95,$\rho=0.10$,75.0,5.8500000000000005,806
273,0.95,$\rho=0.10$,90.0,2.3399999999999994,2387
274,0.95,$\rho=0.10$,50.0,11.8,279
275,0.95,$\rho=0.10$,75.0,5.9,798
276,0.95,$\rho=0.10$,90.0,2.3599999999999994,2454
277,0.95,$\rho=0.10$,50.0,11.9,262
278,0.95,$\rho=0.10$,75.0,5.95,773
279,0.95,$\rho=0.10$,90.0,2.3799999999999994,2378
280,0.95,$\rho=0.10$,50.0,12.0,272
281,0.95,$\rho=0.10$,75.0,6.0,776
282,0.95,$\rho=0.10$,90.0,2.3999999999999995,2239
283,0.95,$\rho=0.10$,50.0,12.1,262
284,0.95,$\rho=0.10$,75.0,6.05,761
285,0.95,$\rho=0.10$,90.0,2.4199999999999995,2230
286,0.95,$\rho=0.10$,50.0,12.2,255
287,0.95,$\rho=0.10$,75.0,6.1,748
288,0.95,$\rho=0.10$,90.0,2.4399999999999995,2248
289,0.95,$\rho=0.10$,50.0,12.3,250
290,0.95,$\rho=0.10$,75.0,6.15,783
291,0.95,$\rho=0.10$,90.0,2.4599999999999995,2216
292,0.95,$\rho=0.10$,50.0,12.4,244
293,0.95,$\rho=0.10$,75.0,6.2,735
294,0.95,$\rho=0.10$,90.0,2.4799999999999995,2099
295,0.95,$\rho=0.10$,50.0,12.5,243
296,0.95,$\rho=0.10$,75.0,6.25,715
297,0.95,$\rho=0.10$,90.0,2.4999999999999996,2091
298,0.95,$\rho=0.10$,50.0,12.6,226
299,0.95,$\rho=0.10$,75.0,6.3,676
300,0.95,$\rho=0.10$,90.0,2.519999999999999,2000
301,0.95,$\rho=0.10$,50.0,12.7,240
302,0.95,$\rho=0.10$,75.0,6.35,685
303,0.95,$\rho=0.10$,90.0,2.5399999999999996,2106
304,0.95,$\rho=0.10$,50.0,12.8,233
305,0.95,$\rho=0.10$,75.0,6.4,671
306,0.95,$\rho=0.10$,90.0,2.5599999999999996,2029
307,0.95,$\rho=0.10$,50.0,12.9,234
308,0.95,$\rho=0.10$,75.0,6.45,657
309,0.95,$\rho=0.10$,90.0,2.579999999999999,1891
310,0.95,$\rho=0.10$,50.0,13.0,233
311,0.95,$\rho=0.10$,75.0,6.5,664
312,0.95,$\rho=0.10$,90.0,2.5999999999999996,1963
313,0.95,$\rho=0.10$,50.0,13.100000000000001,233
314,0.95,$\rho=0.10$,75.0,6.550000000000001,628
315,0.95,$\rho=0.10$,90.0,2.619999999999999,1891
316,0.95,$\rho=0.10$,50.0,13.200000000000001,214
317,0.95,$\rho=0.10$,75.0,6.6000000000000005,685
318,0.95,$\rho=0.10$,90.0,2.6399999999999992,1865
319,0.95,$\rho=0.10$,50.0,13.3,215
320,0.95,$\rho=0.10$,75.0,6.65,636
321,0.95,$\rho=0.10$,90.0,2.6599999999999997,1805
322,0.95,$\rho=0.10$,50.0,13.4,215
323,0.95,$\rho=0.10$,75.0,6.7,610
324,0.95,$\rho=0.10$,90.0,2.6799999999999993,1799
325,0.95,$\rho=0.10$,50.0,13.5,215
326,0.95,$\rho=0.10$,75.0,6.75,639
327,0.95,$\rho=0.10$,90.0,2.6999999999999993,1829
328,0.95,$\rho=0.10$,50.0,13.600000000000001,215
329,0.95,$\rho=0.10$,75.0,6.800000000000001,603
330,0.95,$\rho=0.10$,90.0,2.7199999999999993,1764
331,0.95,$\rho=0.10$,50.0,13.700000000000001,208
332,0.95,$\rho=0.10$,75.0,6.8500000000000005,617
333,0.95,$\rho=0.10$,90.0,2.7399999999999993,1771
334,0.95,$\rho=0.10$,50.0,13.8,195
335,0.95,$\rho=0.10$,75.0,6.9,561
336,0.95,$\rho=0.10$,90.0,2.7599999999999993,1765
337,0.95,$\rho=0.10$,50.0,13.900000000000002,195
338,0.95,$\rho=0.10$,75.0,6.950000000000001,575
339,0.95,$\rho=0.10$,90.0,2.7799999999999994,1729
340,0.95,$\rho=0.10$,50.0,14.000000000000002,197
341,0.95,$\rho=0.10$,75.0,7.000000000000001,569
342,0.95,$\rho=0.10$,90.0,2.7999999999999994,1684
343,0.95,$\rho=0.10$,50.0,14.100000000000001,194
344,0.95,$\rho=0.10$,75.0,7.050000000000001,577
345,0.95,$\rho=0.10$,90.0,2.8199999999999994,1611
346,0.95,$\rho=0.10$,50.0,14.200000000000001,186
347,0.95,$\rho=0.10$,75.0,7.1000000000000005,562
348,0.95,$\rho=0.10$,90.0,2.8399999999999994,1639
349,0.95,$\rho=0.10$,50.0,14.3,190
350,0.95,$\rho=0.10$,75.0,7.15,555
351,0.95,$\rho=0.10$,90.0,2.8599999999999994,1609
352,0.95,$\rho=0.10$,50.0,14.400000000000002,186
353,0.95,$\rho=0.10$,75.0,7.200000000000001,562
354,0.95,$\rho=0.10$,90.0,2.879999999999999,1594
355,0.95,$\rho=0.10$,50.0,14.499999999999998,186
356,0.95,$\rho=0.10$,75.0,7.249999999999999,529
357,0.95,$\rho=0.10$,90.0,2.8999999999999995,1603
358,0.95,$\rho=0.10$,50.0,14.6,185
359,0.95,$\rho=0.10$,75.0,7.3,511
360,0.95,$\rho=0.10$,90.0,2.9199999999999995,1553
361,0.95,$\rho=0.10$,50.0,14.7,186
362,0.95,$\rho=0.10$,75.0,7.35,532
363,0.95,$\rho=0.10$,90.0,2.939999999999999,1514
364,0.95,$\rho=0.10$,50.0,14.799999999999999,184
365,0.95,$\rho=0.10$,75.0,7.3999999999999995,522
366,0.95,$\rho=0.10$,90.0,2.9599999999999995,1455
367,0.95,$\rho=0.10$,50.0,14.899999999999999,175
368,0.95,$\rho=0.10$,75.0,7.449999999999999,501
369,0.95,$\rho=0.10$,90.0,2.9799999999999995,1515
370,0.95,$\rho=0.10$,50.0,15.0,175
371,0.95,$\rho=0.10$,75.0,7.5,513
372,0.95,$\rho=0.10$,90.0,2.999999999999999,1485
373,0.95,$\rho=0.10$,50.0,15.1,168
374,0.95,$\rho=0.10$,75.0,7.55,478
375,0.95,$\rho=0.10$,90.0,3.0199999999999996,1459
376,0.95,$\rho=0.10$,50.0,15.2,173
377,0.95,$\rho=0.10$,75.0,7.6,463
378,0.95,$\rho=0.10$,90.0,3.039999999999999,1441
379,0.95,$\rho=0.10$,50.0,15.299999999999999,166
380,0.95,$\rho=0.10$,75.0,7.6499999999999995,491
381,0.95,$\rho=0.10$,90.0,3.059999999999999,1416
382,0.95,$\rho=0.10$,50.0,15.4,167
383,0.95,$\rho=0.10$,75.0,7.7,489
384,0.95,$\rho=0.10$,90.0,3.079999999999999,1379
385,0.95,$\rho=0.10$,50.0,15.5,163
386,0.95,$\rho=0.10$,75.0,7.75,470
387,0.95,$\rho=0.10$,90.0,3.099999999999999,1357
388,0.95,$\rho=0.10$,50.0,15.6,153
389,0.95,$\rho=0.10$,75.0,7.8,473
390,0.95,$\rho=0.10$,90.0,3.119999999999999,1376
391,0.95,$\rho=0.10$,50.0,15.7,156
392,0.95,$\rho=0.10$,75.0,7.85,455
393,0.95,$\rho=0.10$,90.0,3.1399999999999992,1379
394,0.95,$\rho=0.10$,50.0,15.8,153
395,0.95,$\rho=0.10$,75.0,7.9,470
396,0.95,$\rho=0.10$,90.0,3.1599999999999997,1293
397,0.95,$\rho=0.10$,50.0,15.9,157
398,0.95,$\rho=0.10$,75.0,7.95,437
399,0.95,$\rho=0.10$,90.0,3.1799999999999997,1256
400,0.95,$\rho=0.10$,50.0,16.0,155
401,0.95,$\rho=0.10$,75.0,8.0,441
402,0.95,$\rho=0.10$,90.0,3.1999999999999993,1269
403,0.95,$\rho=0.10$,50.0,16.1,149
404,0.95,$\rho=0.10$,75.0,8.05,435
405,0.95,$\rho=0.10$,90.0,3.2199999999999993,1255
406,0.95,$\rho=0.10$,50.0,16.2,146
407,0.95,$\rho=0.10$,75.0,8.1,440
408,0.95,$\rho=0.10$,90.0,3.2399999999999993,1303
409,0.95,$\rho=0.10$,50.0,16.3,148
410,0.95,$\rho=0.10$,75.0,8.15,438
411,0.95,$\rho=0.10$,90.0,3.259999999999999,1323
412,0.95,$\rho=0.10$,50.0,16.400000000000002,146
413,0.95,$\rho=0.10$,75.0,8.200000000000001,426
414,0.95,$\rho=0.10$,90.0,3.2799999999999994,1253
415,0.95,$\rho=0.10$,50.0,16.5,141
416,0.95,$\rho=0.10$,75.0,8.25,409
417,0.95,$\rho=0.10$,90.0,3.2999999999999994,1235
418,0.95,$\rho=0.10$,50.0,16.6,145
419,0.95,$\rho=0.10$,75.0,8.3,412
420,0.95,$\rho=0.10$,90.0,3.3199999999999994,1270
421,0.95,$\rho=0.10$,50.0,16.7,138
422,0.95,$\rho=0.10$,75.0,8.35,391
423,0.95,$\rho=0.10$,90.0,3.3399999999999994,1248
424,0.95,$\rho=0.10$,50.0,16.8,135
425,0.95,$\rho=0.10$,75.0,8.4,406
426,0.95,$\rho=0.10$,90.0,3.359999999999999,1204
427,0.95,$\rho=0.10$,50.0,16.900000000000002,135
428,0.95,$\rho=0.10$,75.0,8.450000000000001,395
429,0.95,$\rho=0.10$,90.0,3.379999999999999,1197
430,0.95,$\rho=0.10$,50.0,17.0,136
431,0.95,$\rho=0.10$,75.0,8.5,405
432,0.95,$\rho=0.10$,90.0,3.3999999999999995,1185
433,0.95,$\rho=0.10$,50.0,17.1,132
434,0.95,$\rho=0.10$,75.0,8.55,398
435,0.95,$\rho=0.10$,90.0,3.4199999999999995,1137
436,0.95,$\rho=0.10$,50.0,17.200000000000003,128
437,0.95,$\rho=0.10$,75.0,8.600000000000001,398
438,0.95,$\rho=0.10$,90.0,3.4399999999999995,1154
439,0.95,$\rho=0.10$,50.0,17.3,135
440,0.95,$\rho=0.10$,75.0,8.65,376
441,0.95,$\rho=0.10$,90.0,3.459999999999999,1153
442,0.95,$\rho=0.10$,50.0,17.400000000000002,135
443,0.95,$\rho=0.10$,75.0,8.700000000000001,375
444,0.95,$\rho=0.10$,90.0,3.479999999999999,1124
445,0.95,$\rho=0.10$,75.0,8.75,364
446,0.95,$\rho=0.10$,90.0,3.499999999999999,1083
447,0.95,$\rho=0.10$,75.0,8.799999999999999,365
448,0.95,$\rho=0.10$,90.0,3.5199999999999996,1043
449,0.95,$\rho=0.10$,75.0,8.85,363
450,0.95,$\rho=0.10$,90.0,3.5399999999999996,1099
451,0.95,$\rho=0.10$,75.0,8.9,361
452,0.95,$\rho=0.10$,90.0,3.559999999999999,1066
453,0.95,$\rho=0.10$,75.0,8.95,361
454,0.95,$\rho=0.10$,90.0,3.579999999999999,1060
455,0.95,$\rho=0.10$,75.0,9.0,355
456,0.95,$\rho=0.10$,90.0,3.599999999999999,1034
457,0.95,$\rho=0.10$,75.0,9.049999999999999,367
458,0.95,$\rho=0.10$,90.0,3.6199999999999988,1030
459,0.95,$\rho=0.10$,75.0,9.1,355
460,0.95,$\rho=0.10$,90.0,3.6399999999999997,993
461,0.95,$\rho=0.10$,75.0,9.15,327
462,0.95,$\rho=0.10$,90.0,3.6599999999999993,1015
463,0.95,$\rho=0.10$,75.0,9.2,335
464,0.95,$\rho=0.10$,90.0,3.6799999999999993,1003
465,0.95,$\rho=0.10$,75.0,9.25,330
466,0.95,$\rho=0.10$,90.0,3.6999999999999993,990
467,0.95,$\rho=0.10$,75.0,9.3,336
468,0.95,$\rho=0.10$,90.0,3.719999999999999,990
469,0.95,$\rho=0.10$,75.0,9.35,343
470,0.95,$\rho=0.10$,90.0,3.739999999999999,982
471,0.95,$\rho=0.10$,75.0,9.4,316
472,0.95,$\rho=0.10$,90.0,3.7599999999999993,953
473,0.95,$\rho=0.10$,75.0,9.45,315
474,0.95,$\rho=0.10$,90.0,3.7799999999999994,978
475,0.95,$\rho=0.10$,75.0,9.5,315
476,0.95,$\rho=0.10$,90.0,3.7999999999999994,944
477,0.95,$\rho=0.10$,75.0,9.55,321
478,0.95,$\rho=0.10$,90.0,3.819999999999999,955
479,0.95,$\rho=0.10$,75.0,9.6,315
480,0.95,$\rho=0.10$,90.0,3.839999999999999,941
